"search_keyword","commerce_search_count","integrated_search_count","order_usage_rate","ad_intype_rate","organic_rate","c","uc","r","ctr","cvr","search_fail_20_rate","search_fail_100_rate","filter_usage_rate","related_search_rate","date"
"마늘다지기","41","10","85.29411764705883","0.0","100.0","242","48","1717","80.0","0.0","27.906976744186046","16.27906976744186","2.0","0.0","2022-03-06"
"락앤락","158","44","87.13235294117646","0.0","100.0","929","247","451","69.4980694980695","0.0","65.27196652719665","46.86192468619247","8.333333333333334","4.924242424242424","2022-03-06"
"패브릭침대","5","7","69.23076923076923","0.0","100.0","135","30","2974","79.41176470588235","0.0","59.09090909090909","59.09090909090909","2.9411764705882355","5.882352941176471","2022-03-06"
"아일랜드의자","21","11","91.66666666666667","0.0","100.0","161","38","2512","77.5","0.0","51.42857142857143","40.0","5.0","10.0","2022-03-06"
"아크릴테이블","46","17","93.93939393939394","0.0","100.0","492","87","853","77.17391304347827","0.0","50.64935064935065","31.16883116883117","1.075268817204301","2.150537634408602","2022-03-06"
"퍼실","8","4","90.9090909090909","0.0","100.0","81","26","4635","64.28571428571429","0.0","41.666666666666664","37.5","3.5714285714285716","0.0","2022-03-06"
"수납장1200","21","25","66.66666666666667","0.0","100.0","169","35","2404","72.97297297297297","0.0","62.5","43.75","2.7027027027027026","0.0","2022-03-06"
"엽서","103","24","92.20779220779221","0.0","100.0","1956","337","205","88.26666666666667","0.0","35.77981651376147","25.68807339449541","2.9023746701846966","7.651715039577836","2022-03-06"
"매트리스토퍼","56","34","70.83333333333333","0.0","100.0","402","101","1062","78.0952380952381","0.0","42.42424242424242","28.78787878787879","3.7037037037037037","0.9259259259259259","2022-03-06"
"키보드","207","69","88.73239436619718","0.0","100.0","2000","394","201","76.95961995249407","0.0","51.9774011299435","35.59322033898305","5.188679245283019","6.698564593301436","2022-03-06"
"주방수납장","424","258","87.53056234718827","0.0","100.0","3475","581","104","82.6833073322933","0.0","59.23566878980892","36.518046709129514","4.489164086687307","4.643962848297214","2022-03-06"
"히터","9","1","100.0","0.0","100.0","92","21","4119","80.0","0.0","68.18181818181819","40.90909090909091","8.333333333333334","4.3478260869565215","2022-03-06"
"타일","106","69","82.67716535433071","0.0","100.0","1423","390","293","68.4863523573201","0.0","56.962025316455694","45.56962025316456","1.1848341232227488","6.175771971496437","2022-03-06"
"구이바다","60","22","85.48387096774194","0.0","100.0","363","103","1180","72.17391304347827","0.0","35.714285714285715","31.632653061224488","2.5641025641025643","0.8547008547008547","2022-03-06"
"영화포스터","27","9","95.45454545454545","0.0","100.0","265","52","1571","87.5","0.0","27.083333333333332","18.75","3.5714285714285716","1.7857142857142858","2022-03-06"
"전기면도기","21","5","93.33333333333333","0.0","100.0","75","19","4945","52.63157894736842","0.0","55.55555555555556","50.0","10.526315789473685","0.0","2022-03-06"
"오로라","21","6","83.33333333333333","0.0","100.0","164","55","2465","70.9090909090909","0.0","41.30434782608695","36.95652173913044","1.8181818181818181","5.454545454545454","2022-03-06"
"자석보드","18","10","87.5","0.0","100.0","149","27","2706","79.3103448275862","0.0","45.833333333333336","29.166666666666668","6.896551724137931","10.344827586206897","2022-03-06"
"잡지꽂이","39","12","96.7741935483871","0.0","100.0","229","45","1816","86.53846153846153","0.0","66.66666666666667","40.0","1.9230769230769231","5.769230769230769","2022-03-06"
"원목스툴","55","21","100.0","0.0","100.0","460","99","915","88.46153846153847","0.0","54.166666666666664","26.041666666666668","6.666666666666667","1.9047619047619047","2022-03-06"
"빔프로젝터","195","160","77.71428571428571","0.0","100.0","3165","626","120","86.74351585014409","0.0","36.228813559322035","29.449152542372882","6.082036775106082","1.9858156028368794","2022-03-06"
"까르엠","5","3","80.0","0.0","100.0","58","14","6159","73.33333333333333","0.0","38.46153846153846","30.76923076923077","13.333333333333334","0.0","2022-03-06"
"누마","8","3","78.57142857142857","0.0","100.0","67","19","5433","58.8235294117647","0.0","58.8235294117647","52.94117647058823","45.0","0.0","2022-03-06"
"도마거치대","67","26","88.13559322033899","0.0","100.0","464","104","904","78.94736842105263","0.0","43.61702127659574","29.78723404255319","2.6315789473684212","1.7543859649122806","2022-03-06"
"이불정리함","53","48","77.35849056603773","0.0","100.0","535","105","793","88.79310344827586","0.0","29.545454545454547","22.727272727272727","3.389830508474576","5.084745762711864","2022-03-06"
"계란말이팬","57","18","88.0952380952381","0.0","100.0","412","85","1037","89.88764044943821","0.0","21.686746987951807","15.662650602409638","5.4945054945054945","4.395604395604396","2022-03-06"
"소파커버","221","126","87.16577540106952","0.0","100.0","2613","433","146","87.68267223382045","0.0","40.8","26.666666666666668","2.2587268993839835","5.1652892561983474","2022-03-06"
"스타우브","179","103","48.62888482632541","0.0","100.0","1262","317","334","83.52601156069365","0.0","39.10034602076124","29.06574394463668","0.847457627118644","2.54957507082153","2022-03-06"
"여름이불세트","19","5","93.75","0.0","100.0","217","39","1918","89.74358974358974","0.0","26.470588235294116","17.647058823529413","10.256410256410257","0.0","2022-03-06"
"비누받침대","30","14","96.15384615384616","0.0","100.0","311","57","1351","91.66666666666667","0.0","25.454545454545453","16.363636363636363","5.0","1.6666666666666667","2022-03-06"
"깔끔대장","15","16","77.08333333333333","0.0","100.0","105","22","3702","76.92307692307692","0.0","66.66666666666667","38.095238095238095","3.8461538461538463","0.0","2022-03-06"
"국자","76","21","95.65217391304348","0.0","100.0","686","153","620","76.28205128205128","0.0","52.816901408450704","32.394366197183096","5.0","2.5157232704402515","2022-03-06"
"러그","2285","1104","88.10153358011634","0.0","100.0","41252","6801","2","83.66732154551408","0.0","42.187749880057574","29.85766831920678","6.259679917398039","5.412404506020977","2022-03-06"
"벽거울","94","32","98.73417721518987","0.0","100.0","1013","190","420","78.1094527363184","0.0","64.57142857142857","43.42857142857143","5.445544554455446","5.472636815920398","2022-03-06"
"설겆이건조대","9","7","100.0","0.0","100.0","44","11","7764","91.66666666666667","0.0","28.571428571428573","14.285714285714286","8.333333333333334","0.0","2022-03-06"
"와인걸이","11","2","100.0","0.0","100.0","77","14","4837","92.85714285714286","0.0","15.384615384615385","7.6923076923076925","7.142857142857143","0.0","2022-03-06"
"소니wh1000xm4","18","16","68.42105263157895","0.0","100.0","249","63","1675","84.28571428571429","0.0","23.076923076923077","23.076923076923077","4.285714285714286","1.4285714285714286","2022-03-06"
"식판","95","29","93.02325581395348","0.0","100.0","790","175","549","82.25806451612904","0.0","43.85964912280702","32.16374269005848","3.763440860215054","2.150537634408602","2022-03-06"
"반원테이블","53","28","80.0","0.0","100.0","968","211","437","83.1858407079646","0.0","43.78698224852071","34.9112426035503","3.930131004366812","7.423580786026201","2022-03-06"
"사하라패브릭","3","0","100.0","0.0","100.0","4","1","64508","100.0","0.0","0.0","0.0","100.0","0.0","2022-03-06"
"높은거실장","124","49","97.6470588235294","0.0","100.0","797","106","539","84.6774193548387","0.0","56.86274509803921","35.294117647058826","8.8","8.8","2022-03-06"
"쿠킹타이머","6","4","100.0","0.0","100.0","76","13","4888","100.0","0.0","0.0","-7.6923076923076925","14.285714285714286","0.0","2022-03-06"
"거실협탁","39","26","86.95652173913044","0.0","100.0","352","92","1209","68.08510638297872","0.0","79.16666666666667","54.166666666666664","4.2105263157894735","4.2105263157894735","2022-03-06"
"고리","30","7","93.33333333333333","0.0","100.0","276","105","1519","72.22222222222223","0.0","64.8936170212766","51.06382978723404","0.9174311926605505","10.091743119266056","2022-03-06"
"배수구덮개","2","3","100.0","0.0","100.0","15","4","19993","100.0","0.0","66.66666666666667","33.333333333333336","25.0","0.0","2022-03-06"
"tv다이","122","97","82.72727272727273","0.0","100.0","957","183","441","82.0","0.0","55.333333333333336","43.333333333333336","8.5","7.0","2022-03-06"
"드레스룸","173","163","80.97165991902834","0.0","100.0","3364","561","107","86.24420401854714","0.0","45.13274336283186","35.693215339233035","1.0526315789473684","1.5105740181268883","2022-03-06"
"디너나이프","4","2","100.0","0.0","100.0","28","5","11382","83.33333333333333","0.0","16.666666666666668","16.666666666666668","16.666666666666668","16.666666666666668","2022-03-06"
"샤워타올","25","5","95.0","0.0","100.0","239","54","1746","70.17543859649123","0.0","43.63636363636363","32.72727272727273","7.017543859649122","3.508771929824561","2022-03-06"
"바스켓","33","13","85.29411764705883","0.0","100.0","372","87","1154","70.65217391304348","0.0","65.0","48.75","1.0638297872340425","7.446808510638298","2022-03-06"
"차박매트","9","3","57.142857142857146","0.0","100.0","27","8","11766","70.0","0.0","66.66666666666667","50.0","9.090909090909092","0.0","2022-03-06"
"각티슈케이스","48","21","100.0","0.0","100.0","555","101","763","85.18518518518519","0.0","38.297872340425535","22.340425531914892","2.7777777777777777","7.407407407407407","2022-03-06"
"토퍼매트리스","19","37","56.75675675675676","0.0","100.0","506","109","832","87.61061946902655","0.0","24.63768115942029","15.942028985507246","3.508771929824561","5.2631578947368425","2022-03-06"
"스타일러","152","78","77.58620689655173","0.0","100.0","1375","416","304","76.7816091954023","0.0","33.333333333333336","32.17391304347826","1.8018018018018018","4.308390022675737","2022-03-06"
"체크이불","21","8","100.0","0.0","100.0","338","57","1246","93.33333333333333","0.0","38.297872340425535","17.02127659574468","3.3333333333333335","0.0","2022-03-06"
"스누피","31","7","84.375","0.0","100.0","304","70","1379","75.34246575342466","0.0","54.411764705882355","39.705882352941174","4.054054054054054","4.054054054054054","2022-03-06"
"삼성전자uhd","3","1","100.0","0.0","100.0","13","1","22704","100.0","0.0","0.0","0.0","100.0","0.0","2022-03-06"
"테팔","124","22","82.22222222222223","0.0","100.0","607","204","710","66.98113207547169","0.0","51.5625","42.708333333333336","14.553990610328638","4.225352112676056","2022-03-06"
"욕실의자","32","5","96.15384615384616","0.0","100.0","213","52","1947","75.86206896551724","0.0","42.857142857142854","30.357142857142858","3.4482758620689653","0.0","2022-03-06"
"접이식좌식테이블","48","7","100.0","0.0","100.0","144","29","2799","80.0","0.0","54.285714285714285","34.285714285714285","5.714285714285714","2.857142857142857","2022-03-06"
"그래이불","20","17","83.05084745762711","0.0","100.0","228","64","1826","89.85507246376811","0.0","27.083333333333332","25.0","1.4285714285714286","1.4285714285714286","2022-03-06"
"비데","103","45","83.52941176470588","0.0","100.0","532","141","797","88.38709677419355","0.0","32.03125","22.65625","5.031446540880503","0.6329113924050633","2022-03-06"
"삼각등쿠션","58","44","80.3921568627451","0.0","100.0","745","129","581","86.52482269503547","0.0","24.761904761904763","18.095238095238095","2.0833333333333335","1.3888888888888888","2022-03-06"
"이불커버","277","84","89.00523560209425","0.0","100.0","3320","578","112","82.79069767441861","0.0","40.301318267419965","27.306967984934087","8.636363636363637","2.7439024390243905","2022-03-06"
"잠옷","180","65","90.83969465648855","0.0","100.0","1996","420","202","74.38202247191012","0.0","56.20253164556962","42.53164556962025","4.250559284116331","9.192825112107624","2022-03-06"
"시리얼볼","73","16","92.85714285714286","0.0","100.0","713","171","603","80.76923076923077","0.0","47.878787878787875","30.90909090909091","2.73224043715847","6.557377049180328","2022-03-06"
"2인쇼파","123","45","96.07843137254902","0.0","100.0","1178","202","356","86.09865470852019","0.0","47.87234042553192","28.19148936170213","5.777777777777778","8.88888888888889","2022-03-06"
"미니서랍장","80","24","92.6470588235294","0.0","100.0","499","129","843","78.94736842105263","0.0","54.91803278688525","36.0655737704918","3.7593984962406015","6.7669172932330826","2022-03-06"
"교자상","32","19","90.625","0.0","100.0","218","59","1907","73.77049180327869","0.0","48.148148148148145","35.18518518518518","1.6129032258064515","9.67741935483871","2022-03-06"
"실내화","289","114","92.24489795918367","0.0","100.0","4150","775","80","85.19417475728156","0.0","48.79679144385027","32.88770053475936","4.0669856459330145","7.314148681055156","2022-03-06"
"콤비블라인드","22","22","81.81818181818181","0.0","100.0","200","37","2041","88.88888888888889","0.0","28.125","28.125","4.3478260869565215","0.0","2022-03-06"
"붙이는커튼","38","26","100.0","0.0","100.0","206","37","1990","88.37209302325581","0.0","21.428571428571427","19.047619047619047","4.651162790697675","6.976744186046512","2022-03-06"
"쉬폰포스터","32","15","88.0","0.0","100.0","252","44","1654","78.72340425531915","0.0","44.18604651162791","25.58139534883721","4.166666666666667","0.0","2022-03-06"
"샤크","2","0","100.0","0.0","100.0","16","4","18856","83.33333333333333","0.0","16.666666666666668","16.666666666666668","16.666666666666668","0.0","2022-03-06"
"마오리소포라","14","4","93.75","0.0","100.0","198","44","2071","84.78260869565217","0.0","24.390243902439025","19.51219512195122","2.1739130434782608","2.1739130434782608","2022-03-06"
"틈새수납장","361","243","87.53623188405797","0.0","100.0","3178","576","119","83.25434439178515","0.0","47.227926078028744","27.310061601642712","2.65210608424337","5.9375","2022-03-06"
"레이스천","48","19","97.36842105263158","0.0","100.0","378","86","1138","84.26966292134831","0.0","40.74074074074074","32.098765432098766","2.2222222222222223","8.88888888888889","2022-03-06"
"엔틱거울","6","0","100.0","0.0","100.0","104","17","3733","89.47368421052632","0.0","47.36842105263158","26.31578947368421","10.526315789473685","5.2631578947368425","2022-03-06"
"냄비","382","167","87.9746835443038","0.0","100.0","3239","718","115","77.7490297542044","0.0","52.69461077844311","38.77245508982036","4.719387755102041","3.5759897828863347","2022-03-06"
"아일렛커튼","30","12","95.23809523809524","0.0","100.0","206","30","1990","87.87878787878788","0.0","33.333333333333336","20.0","3.0303030303030303","9.090909090909092","2022-03-06"
"데스커","237","131","87.55020080321285","0.0","100.0","2924","711","126","82.83485045513655","0.0","53.064516129032256","37.74193548387097","2.2929936305732483","9.859154929577464","2022-03-06"
"파일꽂이","28","14","96.0","0.0","100.0","279","56","1501","75.0","0.0","38.59649122807018","31.57894736842105","3.0303030303030303","3.076923076923077","2022-03-06"
"유리볼","34","7","93.54838709677419","0.0","100.0","212","57","1952","73.33333333333333","0.0","40.0","34.54545454545455","1.6666666666666667","8.333333333333334","2022-03-06"
"의자다리커버","17","5","93.75","0.0","100.0","88","25","4298","78.57142857142857","0.0","30.434782608695652","21.73913043478261","7.142857142857143","3.5714285714285716","2022-03-06"
"원형스툴","17","6","93.75","0.0","100.0","122","35","3248","69.44444444444444","0.0","51.42857142857143","37.142857142857146","5.2631578947368425","0.0","2022-03-06"
"코렐저스트화이트","14","8","85.71428571428571","0.0","100.0","62","16","5787","84.21052631578948","0.0","31.25","31.25","5.2631578947368425","0.0","2022-03-06"
"데코뷰커튼","25","9","88.88888888888889","0.0","100.0","116","22","3394","74.07407407407408","0.0","42.10526315789474","31.57894736842105","3.7037037037037037","11.11111111111111","2022-03-06"
"슈퍼싱글토퍼","9","0","100.0","0.0","100.0","29","6","11055","83.33333333333333","0.0","33.333333333333336","16.666666666666668","16.666666666666668","0.0","2022-03-06"
"벤치의자","121","72","90.67796610169492","0.0","100.0","1152","204","366","84.18604651162791","0.0","55.932203389830505","27.11864406779661","3.669724770642202","2.293577981651376","2022-03-06"
"사이드협탁","22","18","88.0","0.0","100.0","278","60","1506","79.03225806451613","0.0","65.95744680851064","44.680851063829785","1.6129032258064515","8.064516129032258","2022-03-06"
"인덕션후라이팬","57","22","90.56603773584905","0.0","100.0","282","69","1484","76.0","0.0","53.84615384615385","38.46153846153846","2.6666666666666665","4.054054054054054","2022-03-06"
"건조기","259","148","80.55555555555556","0.0","100.0","2221","579","175","75.2827140549273","0.0","44.78260869565217","37.391304347826086","8.346709470304976","2.2580645161290325","2022-03-06"
"가열식가습기","17","9","90.9090909090909","0.0","100.0","77","13","4837","71.42857142857143","0.0","23.076923076923077","23.076923076923077","13.333333333333334","6.666666666666667","2022-03-06"
"타일카페트","94","61","77.66990291262135","0.0","100.0","2088","368","189","92.00913242009132","0.0","16.783216783216783","14.685314685314685","1.1210762331838564","0.9029345372460497","2022-03-06"
"무선간접조명","5","0","100.0","0.0","100.0","19","3","16170","75.0","0.0","25.0","25.0","25.0","0.0","2022-03-06"
"이불패드","62","28","82.6923076923077","0.0","100.0","669","156","639","82.09876543209876","0.0","34.81481481481482","27.40740740740741","5.454545454545454","4.848484848484849","2022-03-06"
"앞접시","184","53","94.96855345911949","0.0","100.0","1423","267","293","86.4963503649635","0.0","43.29501915708812","25.67049808429119","1.079136690647482","5.415162454873646","2022-03-06"
"매트리스커버","458","241","83.86167146974063","0.0","100.0","4168","758","79","84.72727272727273","0.0","32.18045112781955","21.804511278195488","7.279236276849642","2.751196172248804","2022-03-06"
"에어컨커버","119","96","77.95275590551181","0.0","100.0","1280","245","328","84.26966292134831","0.0","34.01015228426396","18.781725888324875","4.395604395604396","1.4760147601476015","2022-03-06"
"빵칼","23","4","100.0","0.0","100.0","172","48","2350","84.61538461538461","0.0","40.0","24.0","5.555555555555555","3.7037037037037037","2022-03-06"
"모듈","169","51","90.84507042253522","0.0","100.0","4132","851","82","79.63752665245202","0.0","52.10918114143921","37.468982630272954","2.73109243697479","4.219409282700422","2022-03-06"
"고양이정수기","11","3","100.0","0.0","100.0","33","12","9894","66.66666666666667","0.0","54.54545454545455","36.36363636363637","8.333333333333334","0.0","2022-03-06"
"창문포스터","22","12","100.0","0.0","100.0","206","39","1990","92.6829268292683","0.0","38.23529411764706","23.529411764705884","2.380952380952381","0.0","2022-03-06"
"우드","34","22","84.78260869565217","0.0","100.0","780","162","556","64.28571428571429","0.0","90.9090909090909","70.70707070707071","1.1695906432748537","3.5294117647058822","2022-03-06"
"시계","590","391","89.64941569282136","0.0","100.0","8092","1637","30","82.33618233618233","0.0","56.06166783461808","38.33216538192011","1.79472798653954","7.7790304396843295","2022-03-06"
"팜레스트","5","1","100.0","0.0","100.0","31","9","10435","77.77777777777777","0.0","33.333333333333336","33.333333333333336","22.22222222222222","0.0","2022-03-06"
"라로퍼니처","16","5","64.51612903225806","0.0","100.0","61","23","5886","56.0","0.0","86.36363636363636","72.72727272727273","38.46153846153846","3.8461538461538463","2022-03-06"
"에어프라이어","344","260","80.63492063492063","0.0","100.0","4540","787","67","84.077892325315","0.0","37.57309941520468","29.82456140350877","7.6749435665914225","2.380952380952381","2022-03-06"
"저스트슬립","25","5","75.67567567567568","0.0","100.0","101","49","3816","37.5","0.0","90.69767441860465","90.69767441860465","16.0","2.0","2022-03-06"
"정리","19","14","81.25","0.0","100.0","338","94","1246","67.36842105263158","0.0","72.3076923076923","50.76923076923077","1.0101010101010102","2.0202020202020203","2022-03-06"
"꽃액자","13","2","100.0","0.0","100.0","84","14","4491","85.71428571428571","0.0","38.46153846153846","15.384615384615385","7.142857142857143","7.142857142857143","2022-03-06"
"위더스","3","8","50.0","0.0","100.0","41","12","8217","100.0","0.0","10.0","10.0","6.666666666666667","0.0","2022-03-06"
"와이드서랍장","59","24","95.74468085106383","0.0","100.0","370","63","1159","86.11111111111111","0.0","51.61290322580645","20.967741935483872","5.47945205479452","0.0","2022-03-06"
"의자소음방지","10","2","100.0","0.0","100.0","44","9","7764","100.0","0.0","11.11111111111111","0.0","11.11111111111111","0.0","2022-03-06"
"로보락","19","20","52.38095238095238","0.0","100.0","190","78","2154","71.26436781609195","0.0","41.666666666666664","41.666666666666664","1.1363636363636365","0.0","2022-03-06"
"신발선반","18","7","100.0","0.0","100.0","111","18","3527","84.21052631578948","0.0","25.0","12.5","10.526315789473685","10.526315789473685","2022-03-06"
"로지텍키보드","21","6","100.0","0.0","100.0","50","15","7005","93.33333333333333","0.0","31.25","25.0","6.25","0.0","2022-03-06"
"스마트전구","37","10","100.0","0.0","100.0","399","84","1074","87.77777777777777","0.0","24.691358024691358","19.753086419753085","2.2222222222222223","2.2222222222222223","2022-03-06"
"전신거울400","11","6","62.5","0.0","100.0","62","9","5787","88.88888888888889","0.0","14.285714285714286","0.0","20.0","0.0","2022-03-06"
"협탁테이블","40","43","75.51020408163265","0.0","100.0","671","123","635","79.71014492753623","0.0","57.30337078651685","33.70786516853933","1.4184397163120568","5.797101449275362","2022-03-06"
"밀대","82","33","92.45283018867924","0.0","100.0","585","117","733","80.0","0.0","32.45614035087719","28.07017543859649","0.8064516129032258","2.4193548387096775","2022-03-06"
"원목벤치","12","3","100.0","0.0","100.0","56","17","6340","76.47058823529412","0.0","62.5","37.5","11.764705882352942","5.882352941176471","2022-03-06"
"무선키보드","53","12","97.36842105263158","0.0","100.0","429","77","989","83.72093023255815","0.0","37.5","23.75","3.488372093023256","3.488372093023256","2022-03-06"
"쇼핑카트","14","5","92.85714285714286","0.0","100.0","95","18","4012","95.0","0.0","26.31578947368421","10.526315789473685","5.0","0.0","2022-03-06"
"밴딩패드","27","4","100.0","0.0","100.0","165","20","2457","100.0","0.0","13.636363636363637","9.090909090909092","4.3478260869565215","0.0","2022-03-06"
"1인쇼파","232","90","92.38578680203045","0.0","100.0","1550","361","268","75.25773195876289","0.0","60.714285714285715","46.726190476190474","2.2900763358778624","7.41687979539642","2022-03-06"
"싱크대","121","77","81.41025641025641","0.0","100.0","1162","342","361","61.03151862464183","0.0","77.90697674418605","67.44186046511628","0.5617977528089888","8.169014084507042","2022-03-06"
"폼롤러","19","11","86.66666666666667","0.0","100.0","256","57","1626","76.66666666666667","0.0","45.833333333333336","35.416666666666664","3.278688524590164","0.0","2022-03-06"
"오일병","41","17","88.37209302325581","0.0","100.0","431","83","985","86.17021276595744","0.0","41.1764705882353","30.58823529411765","4.166666666666667","1.0416666666666667","2022-03-06"
"티팟","65","23","89.39393939393939","0.0","100.0","740","146","585","78.61635220125787","0.0","64.08450704225352","42.25352112676056","1.875","12.578616352201259","2022-03-06"
"테팔매직핸즈","30","14","82.14285714285714","0.0","100.0","125","35","3184","80.0","0.0","38.46153846153846","26.923076923076923","2.857142857142857","5.714285714285714","2022-03-06"
"테이블매트","318","127","89.89169675090253","0.0","100.0","2772","592","139","78.07570977917982","0.0","49.146110056926","37.191650853889946","5.633802816901408","5.345911949685535","2022-03-06"
"라이프타임","3","1","50.0","0.0","100.0","26","7","12190","71.42857142857143","0.0","50.0","50.0","14.285714285714286","0.0","2022-03-06"
"압력솥","70","25","90.38461538461539","0.0","100.0","306","63","1370","77.94117647058823","0.0","37.704918032786885","22.950819672131146","7.352941176470588","4.477611940298507","2022-03-06"
"jmw","30","22","39.285714285714285","0.0","100.0","107","24","3649","82.14285714285714","0.0","11.11111111111111","5.555555555555555","7.142857142857143","0.0","2022-03-06"
"침낭","30","18","88.88888888888889","0.0","100.0","281","63","1491","85.91549295774648","0.0","32.78688524590164","26.229508196721312","5.555555555555555","0.0","2022-03-06"
"원목선반","180","66","89.30817610062893","0.0","100.0","1134","272","376","80.98591549295774","0.0","50.66079295154185","34.801762114537446","2.0618556701030926","5.555555555555555","2022-03-06"
"접시정리대","70","38","85.91549295774648","0.0","100.0","539","143","788","86.66666666666667","0.0","43.85964912280702","27.19298245614035","0.6622516556291391","3.3333333333333335","2022-03-06"
"데스크","53","20","91.66666666666667","0.0","100.0","641","147","673","69.4267515923567","0.0","61.46788990825688","51.37614678899082","1.910828025477707","5.161290322580645","2022-03-06"
"후추그라인더","21","8","85.71428571428571","0.0","100.0","80","26","4686","67.85714285714286","0.0","39.130434782608695","34.78260869565217","3.225806451612903","0.0","2022-03-06"
"책상서랍장","91","37","95.77464788732394","0.0","100.0","554","108","765","85.71428571428571","0.0","43.75","31.25","7.079646017699115","3.5398230088495577","2022-03-06"
"침대매트리스","42","27","73.6842105263158","0.0","100.0","231","63","1801","78.125","0.0","63.63636363636363","47.72727272727273","8.955223880597014","1.492537313432836","2022-03-06"
"송월타올","26","22","70.73170731707317","0.0","100.0","176","54","2297","68.42105263157895","0.0","57.77777777777778","42.22222222222222","1.7543859649122806","1.7543859649122806","2022-03-06"
"에어컨","375","212","80.87248322147651","0.0","100.0","2773","593","138","80.7751937984496","0.0","49.609375","41.2109375","10.502283105022832","4.2748091603053435","2022-03-06"
"원형테이블800","27","16","85.71428571428571","0.0","100.0","117","27","3376","77.41935483870968","0.0","54.166666666666664","37.5","6.451612903225806","16.129032258064516","2022-03-06"
"무선마우스","46","8","94.44444444444444","0.0","100.0","351","76","1214","79.51807228915662","0.0","29.72972972972973","21.62162162162162","9.63855421686747","0.0","2022-03-06"
"현관신발장","18","5","83.33333333333333","0.0","100.0","80","19","4686","78.94736842105263","0.0","64.28571428571429","42.857142857142854","5.2631578947368425","15.789473684210526","2022-03-06"
"끈방석","5","1","100.0","0.0","100.0","20","3","15399","100.0","0.0","33.333333333333336","0.0","33.333333333333336","0.0","2022-03-06"
"슈퍼싱글이불세트","4","4","66.66666666666667","0.0","100.0","38","4","8787","100.0","0.0","0.0","0.0","50.0","0.0","2022-03-06"
"바의자","87","42","88.23529411764706","0.0","100.0","595","119","720","80.8","0.0","62.264150943396224","38.679245283018865","5.6","4.8","2022-03-06"
"김성훈","16","3","92.3076923076923","0.0","100.0","107","20","3649","95.23809523809524","0.0","20.0","10.0","4.761904761904762","0.0","2022-03-06"
"독서실책상","59","56","90.47619047619048","0.0","100.0","786","114","552","90.08264462809917","0.0","34.5679012345679","19.753086419753085","4.098360655737705","1.6528925619834711","2022-03-06"
"실리콘찜기","13","4","90.0","0.0","100.0","64","15","5635","82.3529411764706","0.0","18.75","18.75","5.882352941176471","0.0","2022-03-06"
"선반테이블","13","5","100.0","0.0","100.0","48","16","7209","62.5","0.0","81.25","75.0","6.25","0.0","2022-03-06"
"미니건조기","66","44","81.9672131147541","0.0","100.0","547","143","773","79.61783439490446","0.0","27.906976744186046","24.031007751937985","3.1847133757961785","1.2738853503184713","2022-03-06"
"슬리퍼거치대","45","24","94.73684210526316","0.0","100.0","287","58","1459","92.1875","0.0","33.333333333333336","17.647058823529413","3.125","3.125","2022-03-06"
"스텐집게","14","2","100.0","0.0","100.0","88","23","4298","86.95652173913044","0.0","31.818181818181817","13.636363636363637","4.3478260869565215","0.0","2022-03-06"
"무헤드침대프레임","7","4","75.0","0.0","100.0","72","14","5114","73.33333333333333","0.0","30.0","30.0","6.666666666666667","0.0","2022-03-06"
"600수납장","14","9","93.75","0.0","100.0","145","29","2777","80.64516129032258","0.0","42.30769230769231","26.923076923076923","3.225806451612903","3.225806451612903","2022-03-06"
"카페트레이","12","0","100.0","0.0","100.0","60","16","5969","76.47058823529412","0.0","47.05882352941177","35.294117647058826","5.882352941176471","5.882352941176471","2022-03-06"
"세탁조","2","2","100.0","0.0","100.0","51","12","6887","83.33333333333333","0.0","36.36363636363637","36.36363636363637","16.666666666666668","0.0","2022-03-06"
"칫솔걸이","122","41","96.22641509433963","0.0","100.0","1408","303","298","79.81651376146789","0.0","50.0","34.53947368421053","1.8237082066869301","4.892966360856269","2022-03-06"
"체중계","97","54","86.95652173913044","0.0","100.0","975","198","432","85.78199052132702","0.0","25.555555555555557","22.77777777777778","4.672897196261682","0.0","2022-03-06"
"북선반","110","41","87.62886597938144","0.0","100.0","1953","465","206","88.73239436619718","0.0","44.23963133640553","27.649769585253456","1.792828685258964","8.96414342629482","2022-03-06"
"스툴","593","214","90.96774193548387","0.0","100.0","6758","1361","41","77.49830047586676","0.0","64.81909160892995","42.34026173979984","5.48494983277592","5.985205110961668","2022-03-06"
"다리미","87","43","87.34177215189874","0.0","100.0","1028","222","416","79.01234567901234","0.0","40.55299539170507","28.571428571428573","5.645161290322581","4.8582995951417","2022-03-06"
"조화","372","155","93.33333333333333","0.0","100.0","4492","809","69","84.9438202247191","0.0","41.230366492146594","28.141361256544503","1.8930957683741647","2.5669642857142856","2022-03-06"
"네오플램","63","21","82.01438848920863","0.0","100.0","522","162","811","72.67441860465117","0.0","47.58620689655172","37.241379310344826","8.13953488372093","1.7543859649122806","2022-03-06"
"침대헤드","193","89","90.3954802259887","0.0","100.0","1652","357","246","80.53333333333333","0.0","49.675324675324674","37.01298701298701","1.3020833333333333","10.209424083769633","2022-03-06"
"하네스","2","0","100.0","0.0","100.0","73","11","5062","90.9090909090909","0.0","30.0","20.0","18.181818181818183","0.0","2022-03-06"
"언더선반","24","8","100.0","0.0","100.0","132","25","3040","80.0","0.0","30.76923076923077","30.76923076923077","3.3333333333333335","0.0","2022-03-06"
