"search_keyword","qc","card_cc","avg_object_idx","click_ranking","object_idx_list","object_id_list"
"위즈웰","97.0","27.0","3.04","{0=7, 1=2, 2=5, 3=2, 4=3, 5=1, 6=3, 7=3, 8=1}","[3, 0, 0, 1, 0, 4, 6, 5, 4, 2, 2, 7, 0, 8, 2, 1, 6, 0, 4, 7, 7, 6, 0, 0, 2, 3, 2]","[15219156, 13957477, 13957477, 13537489, 13957477, 11354019, 6523148, 14535801, 11354019, 12927059, 12927059, 9168294, 13957477, 10602042, 12927059, 13537489, 6523148, 13957477, 11354019, 9168294, 9168294, 6523148, 13957477, 13957477, 12927059, 15219156, 12927059]"
"포트메리온머그컵","19.0","1.0","0.0","{0=1}","[0]","[7270519]"
"블라인드","5706.0","602.0","3.05","{0=156, 1=77, 2=96, 3=37, 4=41, 5=35, 6=52, 7=61, 8=47}","[1, 7, 2, 1, 0, 2, 1, 2, 1, 8, 0, 0, 3, 2, 6, 6, 2, 8, 1, 3, 2, 2, 1, 0, 1, 0, 6, 8, 2, 2, 2, 2, 8, 2, 2, 2, 0, 8, 6, 1, 7, 2, 0, 1, 1, 0, 1, 0, 0, 0, 4, 4, 1, 0, 0, 4, 2, 0, 1, 5, 6, 1, 3, 2, 4, 1, 8, 8, 4, 4, 0, 2, 7, 4, 3, 2, 0, 6, 6, 5, 0, 7, 1, 6, 0, 1, 7, 1, 0, 0, 0, 4, 1, 2, 6, 8, 5, 8, 1, 5, 7, 0, 6, 1, 7, 0, 7, 2, 1, 0, 0, 3, 1, 5, 1, 4, 0, 8, 7, 2, 7, 3, 2, 7, 0, 3, 0, 2, 3, 1, 4, 1, 8, 2, 3, 2, 0, 2, 8, 8, 4, 0, 0, 7, 0, 1, 1, 2, 0, 7, 0, 0, 0, 8, 4, 5, 8, 0, 2, 2, 0, 2, 0, 0, 0, 2, 0, 0, 6, 8, 0, 0, 6, 1, 6, 1, 8, 6, 2, 0, 6, 8, 8, 2, 0, 8, 0, 0, 3, 0, 0, 0, 0, 8, 1, 1, 0, 8, 8, 1, 1, 5, 6, 0, 0, 7, 0, 6, 2, 5, 2, 2, 0, 6, 3, 6, 1, 1, 4, 6, 2, 0, 2, 1, 3, 3, 6, 8, 0, 2, 2, 7, 8, 1, 5, 5, 2, 0, 4, 0, 2, 2, 0, 0, 5, 0, 1, 8, 6, 2, 6, 4, 7, 5, 6, 1, 7, 1, 4, 0, 6, 2, 2, 0, 4, 2, 0, 0, 8, 0, 0, 2, 8, 8, 2, 1, 0, 0, 2, 1, 2, 2, 7, 8, 0, 2, 0, 2, 1, 0, 0, 6, 0, 0, 1, 4, 2, 0, 2, 5, 2, 6, 0, 0, 1, 0, 5, 4, 1, 6, 0, 7, 7, 2, 7, 6, 8, 7, 0, 2, 4, 2, 7, 0, 0, 0, 1, 3, 5, 0, 7, 5, 8, 1, 0, 2, 4, 0, 5, 7, 1, 0, 2, 0, 7, 2, 0, 2, 0, 2, 1, 4, 3, 1, 2, 8, 0, 2, 6, 0, 0, 3, 8, 4, 7, 2, 0, 7, 0, 0, 6, 1, 7, 1, 0, 1, 7, 3, 8, 2, 8, 4, 4, 0, 6, 6, 2, 0, 2, 5, 2, 0, 7, 6, 3, 4, 2, 0, 7, 7, 1, 1, 7, 2, 6, 7, 4, 2, 4, 6, 7, 0, 1, 0, 1, 7, 0, 4, 0, 3, 3, 4, 0, 5, 4, 5, 0, 0, 7, 0, 6, 7, 0, 3, 0, 5, 0, 2, 7, 7, 1, 2, 0, 0, 0, 0, 8, 3, 8, 3, 1, 7, 8, 3, 1, 1, 8, 2, 2, 3, 0, 0, 0, 3, 2, 1, 0, 1, 3, 6, 0, 5, 0, 0, 2, 5, 0, 7, 7, 0, 3, 1, 0, 2, 0, 0, 3, 0, 8, 2, 8, 1, 0, 6, 0, 0, 1, 7, 4, 0, 5, 0, 4, 6, 6, 2, 6, 5, 0, 3, 7, 7, 0, 0, 2, 6, 3, 4, 3, 7, 1, 7, 1, 0, 1, 0, 0, 7, 6, 0, 0, 7, 3, 7, 0, 4, 7, 8, 0, 3, 5, 2, 6, 6, 6, 6, 1, 5, 7, 2, 4, 5, 7, 8, 4, 5, 2, 6, 6, 3, 1, 4, 8, 4, 5, 2, 7, 6, 0, 2, 6, 1, 1, 5, 4, 5, 1, 0, 4, 5, 2, 3, 2, 0, 0, 8, 1, 0, 8, 2, 3, 5, 7, 7, 7, 5, 0, 2, 7, 2, 0, 7]","[13843254, 12539821, 13843254, 14870762, 8495216, 13861375, 14870762, 14630098, 13843254, 10557547, 8495216, 8495216, 13861375, 10419745, 12212889, 12212889, 10419745, 12707796, 13843254, 10419745, 13861375, 13861375, 14870762, 8495216, 13843254, 8495216, 12212889, 10557547, 13508711, 13843254, 13861375, 13843254, 10557547, 13508711, 13861375, 13861375, 15099343, 12212889, 12212889, 14870762, 12212889, 13861375, 8495216, 14870762, 14870762, 15099343, 14870762, 8495216, 8495216, 15099343, 14870762, 9910266, 10419745, 8495216, 15099343, 9910266, 13861375, 8495216, 14870762, 10727284, 12212889, 13843254, 13861375, 10419745, 11609145, 14870762, 12212889, 12212889, 14870762, 11609145, 15099343, 13508711, 12085892, 10727284, 10727284, 13843254, 8495216, 11609145, 12212889, 10727284, 15099343, 11609145, 13843254, 11609145, 8495216, 13843254, 12212889, 13843254, 15099343, 8495216, 8495216, 10727284, 13843254, 13861375, 12212889, 12212889, 12085892, 12539821, 14870762, 14630098, 12797277, 8495216, 11609145, 14870762, 12212889, 8495216, 12212889, 10419745, 14870762, 15099343, 8495216, 10419745, 14870762, 10727284, 14870762, 14870762, 8495216, 12707795, 12539821, 13861375, 12797277, 10419745, 13861375, 12539821, 8495216, 10419745, 15099343, 13861375, 14870762, 13861375, 11609145, 13843254, 11017715, 13861375, 10419745, 13861375, 8495216, 13843254, 11017715, 12212889, 11609145, 8495216, 8495216, 12212889, 13843254, 14870762, 13843254, 10419745, 8495216, 12212889, 15099343, 13843254, 8495216, 12212889, 14870762, 10727284, 12707795, 8495216, 13843254, 13861375, 15099343, 10419745, 15099343, 8495216, 15099343, 13861375, 8495216, 15099343, 12212889, 12707796, 15099343, 13843254, 12212889, 13861375, 12212889, 14870762, 12707796, 11609145, 13861375, 8495216, 12212889, 12707796, 12707795, 13861375, 8495216, 12707796, 8495216, 8495216, 10419745, 15099343, 15099343, 15099343, 8495216, 12707796, 13843254, 13843254, 8495216, 12707796, 12212889, 13843254, 13843254, 10727284, 12212889, 15099343, 15099343, 12539821, 8495216, 12212889, 14630098, 12707796, 14870762, 13861375, 8495216, 12212889, 10419745, 12212889, 14870762, 13843254, 10727284, 12212889, 13843254, 8495216, 13843254, 13843254, 13861375, 13843254, 11609145, 12707795, 8495216, 14630098, 14630098, 12212889, 12212889, 13843254, 14630098, 10727284, 13861375, 8495216, 11609145, 8495216, 13861375, 14630098, 15099343, 15099343, 10727284, 8495216, 14870762, 12212889, 12212889, 13843254, 10557547, 9910266, 12212889, 10727284, 11609145, 10419745, 12797277, 13861375, 11609145, 8495216, 11609145, 13861375, 13861375, 15099343, 11609145, 13508711, 8495216, 8495216, 12707796, 8495216, 8495216, 13843254, 12212889, 12707796, 10419745, 13843254, 15099343, 8495216, 13861375, 14870762, 13508711, 10419745, 12212889, 12539821, 8495216, 10419745, 8495216, 13843254, 13843254, 8495216, 8495216, 12212889, 15099343, 15099343, 14870762, 11609145, 10419745, 8495216, 13843254, 12212889, 10419745, 12707795, 15099343, 15099343, 13843254, 8495216, 10727284, 11609145, 14870762, 12212889, 15099343, 12539821, 12212889, 10419745, 12212889, 12212889, 12212889, 12539821, 15099343, 14630098, 12212889, 13861375, 12212889, 15099343, 15099343, 8495216, 10419745, 11609145, 10727284, 8495216, 11609145, 10727284, 12707795, 14870762, 15099343, 13843254, 14870762, 8495216, 10727284, 12212889, 13843254, 15099343, 13508711, 8495216, 12212889, 10419745, 13843254, 10419745, 8495216, 13861375, 13843254, 11609145, 10727284, 13843254, 13843254, 11017715, 15099343, 10419745, 11609145, 8495216, 8495216, 10727284, 11017715, 14870762, 12212889, 13843254, 15099343, 12212889, 8495216, 15099343, 10557547, 13861375, 12212889, 13843254, 8495216, 13843254, 12539821, 10727284, 12707796, 13843254, 12212889, 14870762, 12212889, 15099343, 12212889, 12212889, 13508711, 8495216, 13861375, 12085892, 13861375, 8495216, 12797277, 12212889, 10727284, 11609145, 13843254, 8495216, 13323705, 12212889, 13843254, 14870762, 12212889, 13861375, 12212889, 10557547, 9910266, 10419745, 14870762, 11609145, 12212889, 8495216, 13843254, 8495216, 14870762, 12539821, 8495216, 11609145, 15099343, 11609145, 10727284, 12212889, 8495216, 10727284, 12707796, 14630098, 8495216, 8495216, 12797277, 8495216, 12797277, 12797277, 15099343, 10419745, 8495216, 12212889, 8495216, 13861375, 10557547, 12539821, 13861375, 13861375, 8495216, 8495216, 8495216, 8495216, 12707795, 10419745, 10557547, 10727284, 14870762, 12212889, 12212889, 10419745, 14870762, 14870762, 12539821, 10419745, 13843254, 10727284, 8495216, 8495216, 8495216, 10419745, 13861375, 14870762, 8495216, 14870762, 10727284, 12212889, 15099343, 12212889, 15099343, 8495216, 13861375, 14630098, 8495216, 12212889, 12212889, 15099343, 10727284, 14870762, 15099343, 10419745, 8495216, 8495216, 11609145, 15099343, 12707796, 13861375, 12212889, 14870762, 8495216, 11609145, 8495216, 8495216, 14870762, 12212889, 14870762, 15099343, 14630098, 8495216, 9910266, 11609145, 11609145, 13861375, 12212889, 10727284, 15099343, 10727284, 12212889, 12212889, 8495216, 8495216, 13861375, 12212889, 10727284, 11609145, 10419745, 11609145, 14870762, 12797277, 14870762, 8495216, 13843254, 8495216, 8495216, 12539821, 10557547, 15099343, 15099343, 10557547, 10727284, 12539821, 8495216, 14870762, 12797277, 11017715, 8495216, 14870762, 12085892, 13861375, 11609145, 12212889, 12212889, 12212889, 14870762, 10727284, 12212889, 13861375, 9910266, 10727284, 10557547, 12539821, 11609145, 11609145, 13861375, 12212889, 12212889, 11609145, 14870762, 10727284, 12212889, 14870762, 14630098, 13861375, 12212889, 11609145, 8495216, 13861375, 11609145, 13843254, 14870762, 14630098, 11609145, 10727284, 13843254, 8495216, 12212889, 14630098, 10419745, 10727284, 14870762, 8495216, 8495216, 12707796, 13843254, 8495216, 12707795, 13861375, 10727284, 12085892, 12539821, 12212889, 12212889, 14630098, 8495216, 10419745, 12212889, 13843254, 8495216, 12539821]"
"트윈베드","34.0","21.0","3.05","{0=6, 1=2, 3=5, 4=3, 5=1, 7=2, 8=2}","[1, 3, 0, 5, 7, 3, 3, 8, 4, 0, 0, 0, 4, 3, 7, 8, 0, 1, 0, 3, 4]","[11849555, 10328874, 13842290, 8193099, 10619128, 10328874, 10328874, 5540907, 8193099, 13842290, 13842290, 13842290, 8193099, 10328874, 10619128, 8963310, 13842290, 11849555, 13842290, 10328874, 8193099]"
"카메라","182.0","10.0","0.2","{0=9, 2=1}","[0, 0, 0, 0, 0, 2, 0, 0, 0, 0]","[15250881, 15250881, 15250881, 15250881, 15250881, 13559703, 15250881, 15250881, 15250881, 15250881]"
"스팀청소기","297.0","35.0","2.14","{0=12, 1=7, 2=7, 3=2, 5=1, 6=1, 7=3, 8=2}","[0, 0, 7, 2, 1, 0, 6, 0, 1, 0, 2, 0, 0, 0, 0, 1, 8, 1, 1, 2, 2, 8, 5, 1, 1, 3, 0, 2, 7, 0, 0, 7, 2, 3, 2]","[7327579, 7327579, 7686033, 11283827, 14084940, 7327579, 9467521, 7327579, 14084940, 7327579, 11283827, 7327579, 7327579, 14084940, 7327579, 11283827, 14596910, 14084940, 14084940, 11283827, 11283827, 14596910, 7686033, 14084940, 11283827, 7327579, 7327579, 11283827, 9467521, 7327579, 7327579, 9467521, 11283827, 7327579, 11283827]"
"수저케이스","46.0","3.0","5.0","{2=1, 5=1, 8=1}","[8, 2, 5]","[11921697, 11201718, 15169822]"
"일우","14.0","1.0","3.0","{3=1}","[3]","[10418890]"
"원목수납침대","23.0","1.0","0.0","{0=1}","[0]","[13899561]"
"화이트 침대","12.0","1.0","0.0","{0=1}","[0]","[9793351]"
"접시정리","111.0","13.0","2.23","{0=5, 1=1, 2=1, 3=3, 4=1, 5=1, 8=1}","[0, 3, 0, 8, 0, 4, 3, 1, 0, 0, 5, 3, 2]","[11779634, 10147749, 11779634, 10147749, 11779634, 11779635, 11779635, 11779623, 11779634, 11779634, 11779628, 10147749, 13873013]"
"소품정리함","50.0","5.0","2.8","{1=1, 2=1, 3=2, 5=1}","[2, 1, 3, 3, 5]","[8952590, 14511424, 12238506, 12238506, 12238506]"
"드림캐처","27.0","1.0","3.0","{3=1}","[3]","[12390366]"
"몬스테라조화","15.0","2.0","4.0","{3=1, 5=1}","[5, 3]","[6092486, 6092486]"
"바니쉬","19.0","2.0","0.0","{0=2}","[0, 0]","[10173011, 10173011]"
"슬림식탁","10.0","1.0","4.0","{4=1}","[4]","[14471728]"
"면카페트","48.0","5.0","1.8","{0=1, 1=2, 3=1, 4=1}","[1, 1, 0, 4, 3]","[14821910, 10157160, 14821910, 9516945, 1390606]"
"30평아파트","12.0","2.0","0.5","{0=1, 1=1}","[0, 1]","[15134303, 14072518]"
"미니전자레인지","30.0","6.0","2.0","{0=2, 1=2, 4=1, 6=1}","[4, 1, 0, 0, 1, 6]","[13425234, 1320601, 11502715, 11502715, 1320601, 9679792]"
"신발장거울","24.0","2.0","6.5","{6=1, 7=1}","[6, 7]","[13918905, 12124533]"
"모듈소파","439.0","63.0","2.89","{0=23, 1=9, 3=2, 4=7, 5=8, 6=5, 7=3, 8=6}","[4, 1, 0, 0, 0, 8, 8, 4, 7, 0, 1, 1, 0, 6, 5, 6, 0, 0, 0, 0, 8, 8, 0, 0, 0, 5, 0, 1, 0, 0, 6, 1, 5, 0, 0, 6, 8, 5, 4, 4, 1, 0, 3, 0, 5, 0, 7, 5, 0, 5, 4, 5, 0, 1, 0, 4, 7, 3, 8, 1, 4, 1, 6]","[14076387, 12657029, 14491699, 14491699, 14491699, 13861478, 10105954, 14076387, 14076397, 14491699, 12657029, 12704645, 14491699, 12459625, 12459627, 14076397, 14491699, 14491699, 14491699, 14491699, 13861478, 13861478, 14491699, 14491699, 14491699, 12459627, 12599277, 12657029, 14491699, 14491699, 14076397, 12657029, 12459627, 14491699, 14491699, 14117651, 13861478, 12459627, 14076387, 14076387, 12657029, 14491699, 14660704, 14491699, 12459627, 14491699, 14076397, 14076397, 14491699, 12459627, 14076397, 14076397, 14491699, 12657029, 14491699, 14660705, 14076397, 14660704, 10105954, 12657029, 14076387, 12657029, 14117651]"
"에몬스소파","16.0","5.0","1.6","{0=1, 1=2, 2=1, 4=1}","[1, 2, 1, 0, 4]","[13766716, 14178360, 13766716, 12705834, 8871908]"
"리바트리프트업테이블","10.0","2.0","1.0","{0=1, 2=1}","[0, 2]","[13004036, 8798425]"
"북카페거실","24.0","22.0","3.32","{0=2, 1=5, 2=3, 3=3, 4=3, 6=2, 7=3, 8=1}","[2, 4, 1, 6, 2, 1, 7, 4, 2, 3, 6, 1, 7, 0, 7, 8, 3, 1, 1, 3, 4, 0]","[12814355, 10382252, 14568549, 14938329, 12814355, 14568549, 14073560, 10382252, 12814355, 10106351, 14938329, 14568549, 14073560, 13866901, 14073560, 68674, 10106351, 14568549, 14568549, 10106351, 10382252, 13866901]"
"키크론","14.0","1.0","0.0","{0=1}","[0]","[13803451]"
"카르텔","110.0","6.0","3.5","{1=2, 2=1, 5=1, 6=2}","[6, 6, 2, 1, 5, 1]","[14668689, 14668689, 14458090, 14800912, 14626195, 14800912]"
"침실 수납장","10.0","3.0","4.33","{1=1, 6=2}","[6, 1, 6]","[12129205, 14441835, 12129205]"
"마키나랩","13.0","1.0","2.0","{2=1}","[2]","[11225100]"
"라텍스매트리스","131.0","10.0","3.7","{0=1, 1=1, 2=1, 4=2, 5=4, 6=1}","[5, 5, 4, 5, 4, 5, 1, 2, 6, 0]","[13430809, 13430809, 13481277, 13430809, 13481277, 13430809, 13481277, 13375735, 13378926, 14439408]"
"낮은책장","239.0","42.0","2.95","{0=9, 1=10, 2=1, 3=8, 4=2, 5=4, 6=2, 8=6}","[0, 1, 1, 8, 8, 1, 1, 0, 0, 1, 3, 3, 1, 3, 0, 8, 6, 1, 6, 8, 2, 0, 1, 3, 4, 0, 5, 1, 0, 1, 3, 5, 8, 4, 5, 3, 3, 5, 0, 8, 3, 0]","[6606270, 3014076, 3014076, 174501, 14674230, 3014076, 3014076, 6606270, 6606270, 3014076, 14431833, 12039432, 3014076, 14431833, 3014076, 174501, 12271590, 3014076, 12271590, 174501, 14431833, 3014076, 12039432, 14431833, 11464750, 3014076, 3065357, 3014076, 6606270, 3014076, 14431833, 12271590, 174501, 3065357, 3065357, 14431833, 12039432, 3065357, 3014076, 174501, 14431833, 3014076]"
"무드","13.0","2.0","3.5","{2=1, 5=1}","[5, 2]","[12023991, 11810246]"
"휴대용버너","60.0","19.0","2.32","{0=9, 1=2, 2=1, 3=1, 4=1, 5=2, 7=1, 8=2}","[4, 0, 2, 5, 0, 0, 7, 8, 0, 0, 0, 1, 1, 8, 3, 5, 0, 0, 0]","[12688147, 12688111, 8882897, 1908088, 1663147, 1663147, 15258324, 8882897, 1663147, 1663147, 1663147, 12688111, 12688111, 8882897, 1663147, 8882896, 1663147, 1663147, 1663147]"
"시골집","102.0","18.0","0.94","{0=8, 1=5, 2=4, 4=1}","[4, 0, 1, 0, 0, 0, 1, 1, 0, 1, 2, 2, 2, 0, 0, 0, 1, 2]","[5564762, 5564759, 5564748, 5564759, 5564759, 5564759, 5564748, 5564760, 5564759, 5564748, 5564748, 5564760, 5564748, 5564759, 5564759, 5564759, 5564748, 5564748]"
"융단","16.0","3.0","4.33","{1=1, 4=1, 8=1}","[8, 1, 4]","[10439003, 14661374, 10357780]"
"오키멧","14.0","1.0","7.0","{7=1}","[7]","[10513843]"
"가위","225.0","26.0","3.62","{0=4, 2=2, 3=1, 4=11, 5=6, 6=1, 7=1}","[4, 0, 0, 4, 4, 5, 5, 4, 4, 4, 3, 5, 5, 5, 2, 0, 4, 4, 4, 7, 5, 4, 2, 0, 6, 4]","[12179680, 10372381, 10372381, 12179680, 12179680, 14677313, 14677313, 12179680, 12179680, 12179680, 13425242, 14677313, 14677313, 14677313, 12382851, 10372381, 12179680, 12179680, 12179680, 14884214, 14677313, 12179680, 12382851, 10372381, 14677313, 12179680]"
"침대가리개","17.0","1.0","3.0","{3=1}","[3]","[9889931]"
"하리보","26.0","2.0","1.5","{0=1, 3=1}","[3, 0]","[8980045, 10772860]"
"우드쉘프","31.0","2.0","0.0","{0=2}","[0, 0]","[14011284, 14011284]"
"스프레드","109.0","5.0","3.6","{1=1, 2=1, 3=1, 6=2}","[3, 1, 6, 2, 6]","[9990621, 9990620, 9990622, 10108217, 9990622]"
"선반 책상","35.0","1.0","7.0","{7=1}","[7]","[14013583]"
"침대 발매트","15.0","2.0","1.0","{0=1, 2=1}","[0, 2]","[15014898, 12145180]"
"내열냄비","10.0","1.0","0.0","{0=1}","[0]","[10090108]"
"병솔","15.0","1.0","3.0","{3=1}","[3]","[347296]"
"갤럭시탭s7","188.0","2.0","3.5","{3=1, 4=1}","[3, 4]","[13148947, 10084666]"
"잠금장치","39.0","2.0","0.5","{0=1, 1=1}","[1, 0]","[8521620, 12397701]"
"꼬떼따블","23.0","1.0","2.0","{2=1}","[2]","[14833514]"
"큐티폴","133.0","2.0","1.5","{1=1, 2=1}","[1, 2]","[13389449, 12570877]"
"세탁기건조기","347.0","41.0","2.29","{0=13, 1=6, 2=7, 3=4, 4=4, 5=2, 6=1, 7=2, 8=2}","[1, 2, 0, 0, 2, 4, 3, 0, 2, 4, 3, 0, 6, 0, 0, 5, 1, 3, 7, 2, 7, 0, 4, 1, 2, 3, 0, 0, 5, 8, 1, 0, 0, 1, 0, 1, 4, 2, 8, 0, 2]","[10323355, 9196684, 12137757, 12137757, 13701471, 15099695, 15292909, 10323355, 9196684, 12137757, 13701471, 10323355, 15162047, 10323355, 12137757, 12137757, 9196684, 15292909, 15151808, 9196684, 10148789, 12137757, 12137757, 10323355, 9196684, 13701471, 12137757, 12137757, 15099695, 15046356, 10323355, 12137757, 12137757, 13701471, 10323355, 9196684, 15099695, 13701471, 10148789, 10323355, 9196684]"
"네온사인","179.0","32.0","3.03","{0=3, 1=5, 2=7, 3=4, 4=5, 5=4, 6=3, 8=1}","[3, 4, 2, 0, 4, 2, 4, 0, 2, 2, 6, 5, 1, 5, 8, 3, 3, 5, 5, 6, 2, 2, 1, 1, 3, 2, 1, 1, 4, 0, 4, 6]","[12476046, 3545632, 6857803, 492129, 3545632, 6857803, 3545632, 492129, 22994, 6857803, 10524263, 3545632, 8226375, 10524263, 12976678, 12476046, 12476046, 10524263, 10524263, 10524263, 22994, 22994, 8226375, 8226375, 12476046, 6857803, 8226375, 8226375, 3545632, 492129, 6809913, 10524263]"
"ㅎ","11.0","1.0","2.0","{2=1}","[2]","[8920106]"
"창문포스터","91.0","12.0","3.67","{0=2, 1=2, 2=1, 3=1, 4=2, 6=1, 7=1, 8=2}","[8, 3, 0, 4, 8, 1, 1, 7, 4, 0, 6, 2]","[12403546, 11503909, 14414745, 9602853, 12403546, 11503909, 12067711, 11545112, 9602853, 14414745, 8726973, 11503909]"
"수아베","11.0","1.0","1.0","{1=1}","[1]","[14477163]"
"조명침대","41.0","5.0","3.0","{0=2, 3=1, 4=1, 8=1}","[0, 4, 0, 8, 3]","[12900140, 12947274, 12900140, 15227395, 12947274]"
"티비거치대","748.0","173.0","2.09","{0=76, 1=24, 2=9, 3=17, 4=15, 5=8, 6=9, 7=6, 8=9}","[0, 8, 0, 4, 1, 3, 3, 0, 7, 0, 0, 1, 0, 4, 0, 0, 0, 4, 0, 0, 0, 1, 2, 0, 0, 1, 2, 0, 6, 0, 0, 0, 0, 0, 1, 0, 2, 0, 1, 7, 5, 0, 6, 4, 2, 0, 0, 0, 0, 6, 1, 0, 6, 3, 4, 0, 4, 8, 3, 1, 0, 1, 0, 8, 0, 0, 0, 3, 4, 0, 4, 4, 8, 0, 0, 3, 1, 3, 5, 0, 4, 3, 0, 0, 2, 3, 4, 3, 0, 3, 0, 0, 2, 3, 3, 0, 0, 0, 5, 4, 0, 1, 0, 1, 0, 5, 0, 0, 5, 0, 0, 6, 0, 0, 1, 0, 1, 0, 5, 6, 0, 7, 1, 4, 8, 0, 5, 0, 8, 1, 0, 2, 2, 1, 1, 1, 0, 3, 0, 0, 1, 8, 1, 0, 2, 6, 0, 4, 6, 0, 0, 1, 8, 8, 6, 0, 0, 7, 3, 0, 0, 1, 0, 0, 1, 4, 3, 0, 7, 7, 5, 3, 0]","[12365488, 9037442, 12365488, 14076389, 9601136, 14076389, 9920588, 12365488, 8920705, 12365488, 12365488, 9601136, 12365488, 9272497, 12365488, 12365488, 12365488, 10991701, 12365488, 12365488, 12365488, 9601136, 9920588, 12365488, 12365488, 9601136, 9920588, 12365488, 11104963, 12365488, 12365488, 12365488, 12365488, 12365488, 9601136, 12365488, 12365486, 12365488, 9601136, 8920705, 14826185, 12365488, 11511874, 9272497, 12365486, 12365488, 12365488, 12365488, 12365488, 11104963, 9601136, 12365488, 11104963, 10991701, 14076389, 12365488, 9272497, 10684727, 10991701, 9601136, 12365488, 9601136, 12365488, 12882503, 12365488, 12365488, 12365488, 14076389, 8920705, 12365488, 9920588, 10991701, 10684727, 12365488, 12365488, 14076389, 9601136, 9272497, 14826185, 12365488, 8920705, 8920705, 12365488, 12365488, 9920588, 14076389, 9272497, 10991701, 12365488, 10991701, 12365488, 12365488, 12365486, 9920588, 9272497, 12365488, 12365488, 12365488, 14826185, 9272497, 12365488, 9601136, 12365488, 9601136, 12365488, 14826185, 12365488, 12365488, 11104963, 12365488, 12365488, 11511874, 12365488, 12365488, 9601136, 12365488, 9601136, 12365488, 8920705, 11104963, 12365488, 10684727, 9920588, 9272497, 3452817, 12365488, 8920705, 12365488, 10684727, 9601136, 12365488, 9920588, 9920588, 9601136, 9601136, 9601136, 12365488, 14076389, 12365488, 12365488, 9601136, 10684727, 9601136, 12365488, 10991701, 9920588, 12365488, 10991701, 14826185, 12365488, 12365488, 9601136, 10684727, 10684727, 8920705, 12365488, 12365488, 11511874, 9272497, 12365488, 12365488, 9601136, 12365488, 12365488, 9601136, 9272497, 10991701, 12365488, 8920705, 11511874, 14826185, 14076389, 12365488]"
"아이공부방","37.0","23.0","2.74","{0=7, 1=5, 2=2, 3=1, 4=2, 5=1, 7=2, 8=3}","[1, 8, 1, 2, 0, 0, 0, 8, 0, 4, 1, 1, 2, 7, 0, 0, 7, 4, 8, 1, 0, 5, 3]","[8199522, 8564152, 8199522, 7004769, 8564148, 8564148, 8564148, 8564152, 8564148, 11413797, 8199522, 8199522, 7004769, 10055387, 8564148, 8564148, 12350515, 11413797, 8564152, 8199522, 8564148, 12350515, 3754276]"
"유리블록","15.0","6.0","4.5","{0=1, 2=1, 4=1, 6=1, 7=1, 8=1}","[8, 6, 2, 4, 0, 7]","[7263314, 13268591, 14796125, 9015725, 14481272, 13268591]"
"원형테이블 의자","15.0","5.0","1.6","{0=2, 1=1, 3=1, 4=1}","[0, 4, 0, 3, 1]","[11630253, 14533521, 11630253, 14369052, 13981662]"
"인틴트","38.0","1.0","2.0","{2=1}","[2]","[14946847]"
"비스포크 식기세척기","26.0","2.0","0.5","{0=1, 1=1}","[0, 1]","[11641891, 11641891]"
"드라이플라워","79.0","8.0","2.25","{0=3, 1=2, 5=2, 6=1}","[0, 0, 1, 6, 0, 5, 5, 1]","[4339487, 4339487, 8861104, 3814831, 4339487, 14094212, 14094212, 4339487]"
"서재책상","120.0","24.0","2.63","{0=7, 1=4, 2=3, 3=2, 4=1, 5=2, 6=2, 7=3}","[5, 2, 6, 7, 7, 5, 3, 7, 1, 3, 6, 0, 0, 1, 0, 4, 0, 0, 2, 0, 1, 1, 2, 0]","[10617905, 6750175, 10617905, 13997214, 13997214, 3715397, 10617905, 13997214, 11964205, 11611241, 13272686, 12105077, 12105077, 6750175, 12105077, 10617905, 11075120, 11075120, 3715397, 11075120, 6750175, 11964205, 11964205, 12105077]"
"사운드바 거치대","14.0","7.0","2.57","{0=2, 2=2, 4=1, 5=2}","[0, 4, 2, 2, 5, 5, 0]","[14716876, 15030487, 15091197, 15091197, 9265203, 9265203, 14716876]"
"다용도","20.0","1.0","8.0","{8=1}","[8]","[13786457]"
"에코백","66.0","7.0","0.86","{0=4, 1=1, 2=1, 3=1}","[0, 2, 1, 3, 0, 0, 0]","[10047862, 12304231, 12677626, 5058589, 10047862, 10047862, 10047862]"
"벽고리","20.0","2.0","2.5","{0=1, 5=1}","[5, 0]","[8887516, 10611695]"
"마들렌상점","16.0","16.0","2.56","{0=6, 1=3, 2=2, 5=1, 6=1, 7=1, 8=2}","[1, 8, 0, 8, 0, 1, 6, 2, 0, 5, 7, 0, 1, 0, 0, 2]","[1766881, 11700820, 6999698, 11700820, 6999698, 1766881, 9495276, 124378, 6999698, 9066146, 9066146, 6999698, 2789180, 6999698, 6999698, 124378]"
"문커튼","28.0","2.0","3.5","{0=1, 7=1}","[7, 0]","[5102562, 11048577]"
"딥그린","79.0","12.0","1.17","{0=4, 1=6, 3=1, 5=1}","[1, 1, 5, 0, 1, 1, 0, 1, 0, 1, 3, 0]","[11861818, 11861818, 13607357, 12442711, 11861818, 11861818, 12442711, 11861818, 12442711, 13109323, 12975581, 12442711]"
"틈새","305.0","13.0","2.92","{0=2, 1=2, 2=2, 4=5, 5=1, 7=1}","[4, 4, 4, 4, 2, 7, 2, 0, 5, 1, 0, 1, 4]","[11044941, 11044941, 11596266, 11044941, 14116948, 11596266, 7304014, 5898027, 13284618, 11044941, 11596268, 9324873, 11044941]"
