"search_keyword","qc","card_cc","avg_object_idx","click_ranking","object_idx_list","object_id_list"
"침대 사이드","21.0","3.0","2.67","{0=2, 8=1}","[8, 0, 0]","[9922250, 10742657, 10742657]"
"우유박스","35.0","1.0","2.0","{2=1}","[2]","[70854]"
"키티","46.0","13.0","3.0","{0=2, 1=1, 2=3, 3=2, 4=3, 6=1, 8=1}","[4, 1, 2, 6, 2, 4, 2, 0, 3, 3, 0, 4, 8]","[3680924, 3665617, 8818635, 44294, 3665617, 3680924, 3665617, 3680923, 3680923, 3680923, 2865321, 3680923, 3680925]"
"방범","41.0","4.0","2.75","{1=1, 2=1, 4=2}","[1, 4, 4, 2]","[15200455, 12052368, 1369323, 15335298]"
"현관종","55.0","16.0","2.94","{0=3, 1=3, 2=3, 3=1, 4=1, 5=3, 8=2}","[1, 2, 2, 0, 4, 3, 8, 5, 1, 8, 2, 0, 1, 5, 5, 0]","[4944513, 14698831, 14698831, 11017690, 6594376, 617101, 6365321, 6594376, 4944513, 6365322, 14698831, 14974227, 9762228, 6594376, 6594376, 11017690]"
"소파겸침대","10.0","1.0","0.0","{0=1}","[0]","[14777599]"
"좁은 책상","12.0","2.0","4.0","{3=1, 5=1}","[3, 5]","[6820148, 14578330]"
"길철부부","10.0","5.0","1.0","{0=1, 1=3, 2=1}","[0, 2, 1, 1, 1]","[14923054, 14923002, 15184340, 15184340, 15184340]"
"팬트리 정리","12.0","16.0","2.0","{0=5, 1=4, 2=1, 3=2, 4=1, 5=2, 6=1}","[0, 0, 3, 0, 0, 3, 0, 6, 2, 1, 1, 5, 1, 1, 5, 4]","[12843292, 12843292, 11306443, 14196329, 12843292, 11802343, 14196329, 13208442, 8709669, 14340036, 14340036, 12205019, 11393665, 14340036, 13322898, 3340748]"
"변기수납","13.0","5.0","1.8","{0=2, 1=1, 4=2}","[0, 4, 0, 1, 4]","[7849021, 10227123, 7849021, 7849020, 10227123]"
"27인치모니터","25.0","4.0","3.0","{0=1, 3=1, 4=1, 5=1}","[0, 4, 5, 3]","[10052152, 13375805, 9865553, 9955953]"
"코너수납장","114.0","11.0","1.73","{0=6, 2=3, 5=1, 8=1}","[0, 2, 0, 0, 0, 5, 0, 2, 0, 2, 8]","[55372, 5528880, 55372, 31378, 55372, 9676718, 55372, 5528880, 55372, 5528880, 7963262]"
"데스크오거나이저","29.0","5.0","3.8","{2=2, 4=2, 7=1}","[4, 2, 7, 4, 2]","[14702572, 9226355, 10049360, 13479585, 9226355]"
"철제가구","14.0","3.0","0.0","{0=3}","[0, 0, 0]","[11596261, 11596261, 11596261]"
"휴대폰케이스","35.0","6.0","3.17","{0=1, 3=1, 4=4}","[0, 3, 4, 4, 4, 4]","[11809637, 40968, 11674397, 11674397, 11674397, 11674397]"
"장의자","15.0","2.0","2.0","{2=2}","[2, 2]","[5748390, 5748390]"
"어댑터","53.0","1.0","1.0","{1=1}","[1]","[14361928]"
"애플펜슬2세대","27.0","1.0","8.0","{8=1}","[8]","[11651445]"
"체어","212.0","29.0","2.48","{0=7, 1=5, 2=6, 3=1, 4=3, 5=3, 6=3, 7=1}","[1, 6, 1, 0, 1, 2, 5, 0, 0, 4, 3, 5, 2, 6, 2, 0, 0, 0, 2, 7, 4, 2, 6, 0, 1, 1, 5, 4, 2]","[12646614, 14563987, 13299711, 13365545, 13365545, 13851683, 14563987, 13365545, 13365545, 12646614, 12646614, 4885551, 14172718, 13299711, 12646614, 13365545, 14491700, 13365545, 14643017, 14643017, 4885551, 14172718, 14491700, 13365545, 14643017, 12646614, 4885551, 12646614, 14643017]"
"독서의자","64.0","13.0","2.38","{0=3, 1=3, 2=3, 3=1, 5=1, 6=1, 8=1}","[2, 8, 3, 2, 5, 0, 1, 1, 6, 0, 2, 1, 0]","[8258703, 2427669, 12906542, 12906542, 14312579, 10507444, 10507444, 10507444, 13777571, 8956811, 8258703, 10507444, 10507444]"
"주방정리대","46.0","8.0","2.75","{0=3, 1=1, 2=1, 6=2, 7=1}","[0, 2, 1, 6, 6, 7, 0, 0]","[9445603, 14858804, 11779640, 14161131, 14161131, 14161131, 14076402, 9445603]"
"다꾸","33.0","10.0","2.8","{0=3, 1=1, 2=1, 3=1, 4=2, 6=1, 8=1}","[0, 1, 4, 2, 6, 4, 0, 8, 0, 3]","[5914826, 9298077, 5914828, 14663389, 9014267, 5914828, 5914826, 9688756, 5914826, 14663389]"
"전시","18.0","5.0","3.2","{0=1, 1=1, 4=2, 7=1}","[7, 4, 0, 1, 4]","[14983317, 15111933, 10956232, 13192595, 12107728]"
"책선반","531.0","59.0","3.64","{0=11, 1=6, 2=6, 3=3, 4=8, 5=8, 6=8, 7=4, 8=5}","[2, 6, 5, 1, 1, 0, 2, 4, 2, 8, 5, 6, 2, 7, 5, 5, 1, 6, 0, 4, 4, 0, 4, 0, 1, 0, 7, 5, 3, 6, 4, 8, 7, 2, 4, 3, 4, 8, 4, 2, 0, 6, 7, 6, 5, 8, 0, 1, 0, 0, 6, 1, 5, 3, 0, 8, 0, 6, 5]","[12583, 10977004, 7978336, 13389950, 12583, 13389949, 12583, 14657685, 13389950, 12113475, 6928757, 10977004, 12583, 1616138, 7978336, 7978336, 13389950, 10977004, 13389949, 11825543, 14657685, 13389949, 14657685, 13389949, 3315388, 13389949, 15097784, 10977004, 12583, 10977004, 14657685, 15097784, 10977004, 13845551, 10977004, 12583, 14657685, 1616138, 14657685, 13845551, 13389949, 10977004, 15097784, 10977004, 7978336, 12113475, 13389949, 3315388, 13389949, 13389949, 10977004, 13389950, 10977004, 12583, 13389949, 2937853, 13389949, 10977004, 7978336]"
"노르마니","18.0","1.0","5.0","{5=1}","[5]","[6860424]"
"삼익","55.0","1.0","3.0","{3=1}","[3]","[12939825]"
"모슈","123.0","11.0","3.45","{0=4, 3=1, 4=2, 6=2, 7=1, 8=1}","[0, 6, 6, 4, 0, 8, 0, 4, 3, 0, 7]","[15181666, 15057918, 15057918, 7584965, 15181666, 12242055, 15181666, 7584965, 5078782, 15181666, 10962919]"
"미닫이 수납장","23.0","3.0","2.67","{2=1, 3=2}","[2, 3, 3]","[11061317, 13995271, 13995271]"
"공구","122.0","2.0","4.0","{0=1, 8=1}","[0, 8]","[12619030, 11918715]"
"이중커튼레일","17.0","3.0","3.0","{0=1, 3=1, 6=1}","[0, 6, 3]","[14434428, 8347551, 6068557]"
"물걸레","252.0","5.0","4.6","{0=1, 4=1, 6=2, 7=1}","[7, 6, 0, 6, 4]","[9328008, 9328008, 13093927, 11052946, 9328008]"
"3단 책장","44.0","6.0","1.67","{0=4, 5=2}","[0, 0, 5, 0, 0, 5]","[4801626, 8183379, 14925611, 4801626, 8183379, 14925611]"
"낮은쇼파","29.0","9.0","2.33","{0=1, 1=5, 3=1, 5=1, 8=1}","[1, 1, 1, 1, 3, 0, 8, 1, 5]","[10219610, 10219610, 10219610, 10219610, 15091386, 12273363, 5815224, 10219610, 6454543]"
"거실컴퓨터","39.0","9.0","2.22","{0=2, 1=3, 2=1, 3=1, 4=1, 8=1}","[1, 1, 4, 0, 8, 3, 2, 0, 1]","[12503359, 12503359, 14215583, 13921285, 11076323, 11638119, 11638119, 13921285, 12503359]"
"전기주전자","171.0","43.0","3.26","{0=6, 1=6, 2=8, 3=6, 4=5, 5=4, 6=1, 7=2, 8=5}","[2, 8, 2, 5, 1, 4, 1, 5, 2, 1, 5, 4, 2, 1, 2, 6, 7, 0, 4, 1, 8, 3, 3, 0, 4, 8, 1, 5, 0, 0, 0, 3, 2, 2, 2, 8, 3, 3, 0, 7, 3, 4, 8]","[8821324, 9927829, 11398002, 12333791, 11398002, 12333791, 8821324, 12333792, 8821324, 11398002, 12333792, 12333793, 8821324, 11380736, 14380776, 12333793, 9927829, 11845509, 12333793, 8821324, 9927829, 14380776, 14380776, 11845509, 12333793, 9927829, 11398002, 12333791, 11845509, 11845509, 11845509, 14380776, 11398002, 11398002, 11398002, 9927829, 14380776, 14380776, 11845509, 9927829, 14380776, 12333791, 9927829]"
"워셔블 러그","111.0","9.0","2.0","{0=2, 1=2, 2=3, 3=1, 7=1}","[1, 3, 1, 2, 7, 0, 2, 2, 0]","[14722373, 14644595, 14722373, 14972496, 14766437, 14292434, 14972496, 14972496, 14292434]"
"바 테이블","87.0","12.0","3.83","{0=1, 1=4, 3=1, 5=2, 7=3, 8=1}","[7, 1, 7, 7, 3, 1, 5, 1, 0, 1, 8, 5]","[11514215, 8584362, 11514215, 11915476, 11907794, 8584362, 11915476, 8584362, 8584362, 11887942, 11915476, 11915476]"
"찜기","413.0","39.0","4.26","{0=6, 1=2, 2=4, 3=6, 4=4, 5=3, 6=1, 7=3, 8=10}","[8, 8, 1, 3, 4, 2, 7, 4, 7, 8, 8, 0, 8, 1, 3, 8, 5, 8, 4, 2, 3, 6, 0, 5, 2, 2, 3, 0, 7, 8, 0, 8, 8, 4, 5, 0, 3, 3, 0]","[5287250, 7435839, 8908335, 14434927, 12604030, 14434927, 5287250, 13589774, 7435839, 7435839, 5287250, 12372133, 5287250, 12372133, 14434927, 7435839, 7435839, 10702420, 13589774, 14434927, 14434927, 7435839, 12874730, 12604030, 8908335, 8908335, 13589774, 12874730, 14901579, 5287250, 12874730, 7435839, 10702420, 13589774, 15379597, 12372133, 13589774, 14434927, 12874730]"
"장스탠드조명","133.0","15.0","2.93","{0=6, 1=1, 2=1, 4=2, 5=2, 7=1, 8=2}","[1, 5, 2, 0, 8, 0, 8, 5, 0, 7, 4, 4, 0, 0, 0]","[15104829, 14431765, 15104827, 12184217, 14221696, 12184217, 14221696, 14431765, 12184217, 9314289, 13494726, 13494726, 12184217, 12184217, 12184217]"
"드레스룸정리","121.0","68.0","2.9","{0=21, 1=9, 2=6, 3=4, 4=9, 5=2, 6=7, 7=4, 8=6}","[4, 0, 4, 8, 4, 0, 2, 6, 3, 5, 0, 0, 8, 0, 0, 4, 4, 2, 0, 4, 0, 0, 1, 3, 6, 2, 4, 1, 1, 2, 6, 1, 0, 0, 0, 1, 0, 8, 8, 0, 0, 2, 4, 3, 1, 0, 7, 1, 8, 0, 6, 7, 4, 0, 2, 7, 6, 6, 3, 7, 0, 1, 6, 0, 1, 8, 0, 5]","[13898732, 11736060, 13898732, 14369977, 7364109, 11736060, 12049926, 12049925, 11551155, 11915508, 11736060, 12049925, 14369977, 12049925, 11736060, 13898732, 13898732, 12049926, 11736060, 11915508, 11736060, 11736060, 11736061, 11551155, 12049925, 11736060, 13898732, 11736061, 11736061, 11915508, 3392268, 14369977, 11736060, 11736060, 11736060, 11736061, 12049925, 13024692, 11935917, 11736060, 12049925, 12049926, 7364109, 11551155, 11736061, 11736060, 12049925, 11736061, 13024692, 12049925, 3392268, 7364109, 7364109, 11736060, 12049926, 12049925, 12049925, 12049925, 11551155, 11935917, 11736060, 11736061, 12049925, 11736060, 11736061, 14369977, 11736060, 3392268]"
"장식장","1345.0","143.0","2.71","{0=34, 1=24, 2=25, 3=17, 4=9, 5=8, 6=6, 7=9, 8=11}","[0, 0, 2, 7, 0, 8, 6, 1, 8, 7, 0, 0, 1, 2, 2, 3, 1, 2, 2, 4, 8, 0, 0, 8, 0, 0, 4, 1, 1, 5, 2, 6, 4, 2, 0, 2, 5, 3, 0, 7, 8, 0, 3, 0, 1, 5, 1, 4, 0, 0, 2, 4, 0, 3, 1, 2, 4, 3, 2, 0, 0, 5, 3, 2, 7, 4, 5, 6, 0, 2, 8, 1, 8, 3, 1, 1, 3, 0, 2, 8, 8, 0, 0, 7, 1, 2, 3, 5, 7, 0, 7, 0, 1, 3, 0, 1, 3, 6, 3, 3, 7, 0, 1, 5, 1, 1, 2, 1, 0, 1, 1, 8, 3, 6, 3, 2, 2, 7, 0, 2, 2, 4, 0, 0, 2, 1, 1, 2, 2, 1, 0, 0, 0, 2, 3, 1, 3, 5, 6, 2, 8, 4, 0]","[13013034, 4723712, 4723712, 13825282, 13013034, 13825282, 3240476, 13151207, 13013034, 13013034, 10700433, 13013034, 4723712, 4995570, 4723712, 4723712, 4723712, 10029902, 12072719, 12072719, 14606001, 13013034, 13013034, 13825282, 13013034, 13013034, 3240476, 4723712, 4723712, 11017713, 12072719, 9499841, 12072719, 4723712, 13013034, 4723712, 11017713, 4723712, 13013034, 13013034, 14606001, 13013034, 4723712, 13013034, 13151207, 13013034, 10029902, 3240476, 13151207, 13013034, 4723712, 12072719, 13151207, 4723712, 4723712, 10700433, 12072719, 4723712, 12072719, 10029902, 13151207, 12122437, 4723712, 4723712, 13013034, 3240476, 13013034, 14329076, 13151207, 12072719, 13825282, 4723712, 13825282, 4723712, 4723712, 13151207, 4723712, 4723712, 10700433, 14606001, 13013034, 10029902, 13013034, 13013034, 4723712, 10029902, 4723712, 13013034, 13013034, 10700433, 3240476, 13013034, 10029902, 4723712, 13013034, 13151207, 4723712, 14329076, 4723712, 4723712, 13013034, 13013034, 13151207, 11017713, 4723712, 13151207, 4723712, 13151207, 13151207, 4995570, 4723712, 14606001, 4723712, 9499841, 9499841, 10029902, 4723712, 13013034, 13013034, 10700433, 4723712, 3240476, 13013034, 10700433, 12072719, 4723712, 13151207, 12072719, 4995570, 4995570, 13151207, 10700433, 13013034, 12072719, 4723712, 4723712, 3240476, 12122437, 9499841, 4723712, 13825282, 12072719, 10700433]"
"iot","45.0","1.0","5.0","{5=1}","[5]","[14291342]"
"학원","34.0","24.0","3.13","{0=5, 1=3, 2=2, 3=4, 4=3, 5=1, 6=4, 7=1, 8=1}","[3, 0, 0, 5, 1, 2, 0, 4, 6, 3, 7, 1, 4, 8, 4, 6, 0, 2, 1, 0, 3, 3, 6, 6]","[3729140, 11882976, 11882976, 5102986, 3729138, 3729137, 11882976, 11263292, 5972057, 3729140, 2016863, 3729138, 5102986, 9375601, 11263292, 5972057, 11882976, 3729137, 3729138, 11882976, 3729140, 3729140, 5972057, 5972057]"
"티비테이블","25.0","4.0","2.0","{0=2, 1=1, 7=1}","[0, 0, 1, 7]","[9730975, 9730975, 10017821, 11023478]"
"빨래대","46.0","3.0","2.33","{0=1, 1=1, 6=1}","[6, 1, 0]","[11589474, 9196682, 13531364]"
"변기발판","50.0","5.0","7.0","{5=1, 6=1, 8=3}","[8, 8, 5, 6, 8]","[10100771, 11794669, 12773726, 282520, 11794669]"
"잡지","88.0","21.0","3.0","{0=4, 1=3, 2=2, 3=4, 4=2, 5=2, 6=3, 8=1}","[6, 3, 8, 0, 2, 0, 5, 1, 1, 0, 4, 0, 5, 1, 2, 3, 3, 4, 6, 6, 3]","[13357833, 13357833, 13420024, 11450802, 11937390, 11450802, 8834068, 8719386, 8719386, 11450802, 9013871, 11450802, 7746388, 8719386, 11937390, 9013871, 9013871, 13357833, 7746388, 7746388, 13357833]"
"책장가벽","39.0","4.0","1.75","{1=2, 2=1, 3=1}","[3, 1, 1, 2]","[12640183, 14642298, 12640183, 12015117]"
"호텔화장실","12.0","2.0","3.0","{1=1, 5=1}","[1, 5]","[11904189, 13550367]"
"졸리컷","39.0","12.0","2.33","{0=3, 1=2, 2=2, 3=1, 4=3, 7=1}","[7, 4, 3, 4, 2, 1, 0, 2, 0, 1, 4, 0]","[13759872, 11428742, 11942083, 11428742, 10541383, 13802320, 10659200, 10541383, 10659200, 13802320, 11428742, 10659200]"
"면봉케이스","97.0","11.0","2.0","{0=3, 1=4, 2=1, 3=1, 5=1, 8=1}","[1, 0, 3, 0, 2, 5, 1, 0, 1, 8, 1]","[6741972, 11992392, 11449330, 11992392, 6741972, 12708652, 11762706, 11992392, 11762706, 12772173, 11762706]"
"데코뷰러그","26.0","3.0","6.67","{6=1, 7=2}","[6, 7, 7]","[5108380, 7500175, 5108380]"
"피그먼트이불","14.0","2.0","1.5","{0=1, 3=1}","[0, 3]","[9990621, 10211444]"
"사무실책상","110.0","12.0","1.5","{0=7, 1=3, 7=1, 8=1}","[0, 0, 7, 0, 8, 0, 0, 1, 1, 1, 0, 0]","[14327313, 14327313, 14931637, 14327313, 14931637, 14327313, 14327313, 11919672, 12950807, 12950807, 14327313, 14327313]"
"다이슨에어랩거치대","24.0","7.0","3.57","{0=1, 1=1, 2=2, 6=1, 7=2}","[6, 7, 2, 2, 0, 7, 1]","[14740622, 14740617, 12215497, 7164256, 15264835, 13142093, 15264835]"
"침대파티션","28.0","9.0","3.44","{0=3, 3=2, 4=1, 6=1, 7=1, 8=1}","[0, 8, 4, 6, 3, 0, 0, 3, 7]","[14739644, 13220629, 13875350, 10580744, 12137506, 14739644, 14739644, 12137506, 4250486]"
"꽃무늬이불","22.0","8.0","4.0","{1=1, 3=1, 4=3, 5=2, 6=1}","[5, 4, 4, 6, 1, 3, 5, 4]","[8914967, 8706834, 8914967, 8914967, 4703, 15240378, 15240378, 15240378]"
"이케아책장","33.0","1.0","6.0","{6=1}","[6]","[9913925]"
"공유기","277.0","4.0","1.25","{1=3, 2=1}","[2, 1, 1, 1]","[12068105, 11239595, 11239595, 11239595]"
"액자그림","59.0","16.0","2.25","{0=7, 1=1, 2=2, 3=1, 4=1, 5=2, 6=1, 8=1}","[0, 2, 0, 0, 5, 3, 0, 2, 1, 4, 8, 0, 6, 0, 0, 5]","[13930504, 13838772, 13930504, 13930504, 13754491, 10094966, 13930504, 13838772, 10527710, 14071401, 10527704, 13930504, 10316190, 13930504, 13930504, 13754491]"
"플라워접시","19.0","3.0","2.0","{0=1, 2=1, 4=1}","[4, 0, 2]","[12935197, 12050346, 14281603]"
"배치","11.0","1.0","1.0","{1=1}","[1]","[13962763]"
"오늘의딜","54.0","3.0","2.0","{1=1, 2=1, 3=1}","[3, 2, 1]","[9469050, 9469050, 13609303]"
"블렌더","125.0","17.0","4.24","{1=6, 2=1, 3=1, 4=1, 5=1, 6=2, 8=5}","[3, 1, 2, 8, 1, 8, 8, 6, 8, 1, 6, 8, 5, 1, 4, 1, 1]","[14117182, 12585788, 12585817, 12484363, 12585788, 12484363, 12484363, 12587166, 12484363, 12585788, 12587166, 12484363, 12369394, 12585788, 12426922, 12585788, 12585788]"
"선반장","997.0","57.0","2.54","{0=11, 1=11, 2=13, 3=6, 4=3, 5=6, 6=2, 7=4, 8=1}","[5, 0, 0, 3, 1, 0, 2, 0, 0, 3, 1, 1, 0, 1, 2, 5, 4, 0, 1, 2, 1, 2, 2, 8, 3, 4, 5, 1, 2, 2, 7, 5, 5, 1, 7, 5, 3, 2, 0, 7, 1, 0, 1, 6, 0, 2, 4, 0, 7, 2, 2, 3, 6, 1, 3, 2, 2]","[4706188, 11824111, 10869489, 13898321, 12675642, 10869489, 87723, 10869489, 10869489, 13898321, 12675642, 87723, 10869489, 12675642, 14357918, 25662, 4719001, 10869489, 12675642, 87723, 12675642, 12675642, 87723, 11596261, 10046962, 4719001, 33892, 12675642, 87723, 87723, 16119, 25662, 33892, 12675642, 11824111, 25662, 14357918, 87723, 10869489, 16119, 12675642, 11824111, 12675642, 4706188, 10869489, 87723, 4719001, 10869489, 16119, 87723, 13898321, 13898321, 4706188, 12675642, 10046962, 87723, 87723]"
"가방보관함","74.0","17.0","3.47","{0=5, 1=1, 2=1, 3=2, 4=1, 6=4, 7=2, 8=1}","[6, 0, 0, 6, 8, 2, 3, 7, 4, 0, 1, 6, 6, 0, 7, 3, 0]","[8966051, 5060998, 5060998, 8966051, 8811991, 5219527, 14146986, 9143472, 3050479, 5060998, 14115595, 8966051, 8966051, 5060998, 9143472, 14146986, 5060998]"
"라벨프린터","149.0","41.0","3.66","{0=2, 1=8, 2=2, 3=10, 4=2, 5=8, 6=4, 7=4, 8=1}","[5, 5, 0, 3, 7, 0, 6, 6, 5, 7, 3, 3, 1, 7, 1, 5, 4, 1, 7, 3, 1, 3, 5, 8, 2, 6, 3, 5, 2, 1, 3, 1, 3, 3, 5, 3, 5, 4, 1, 6, 1]","[14253548, 14253548, 12612955, 11594697, 8709648, 12612955, 12039001, 12039001, 14253548, 8709648, 11594697, 11594697, 11918808, 8709648, 11918808, 14253548, 12613239, 11918808, 8709648, 11594697, 11918808, 11594697, 14253548, 13016297, 9961741, 12039001, 11594697, 14253548, 9961741, 11918808, 11594697, 11918808, 11594697, 11594697, 14253548, 11594697, 14253548, 12613239, 11918808, 12039001, 11918808]"
"커튼봉","2118.0","100.0","2.54","{0=33, 1=16, 2=12, 3=2, 4=9, 5=9, 6=8, 7=9, 8=2}","[5, 0, 6, 0, 0, 0, 2, 7, 1, 8, 4, 0, 0, 0, 0, 4, 7, 1, 1, 0, 1, 1, 1, 7, 6, 7, 4, 2, 8, 0, 5, 3, 1, 0, 1, 0, 6, 0, 0, 5, 2, 1, 3, 0, 5, 0, 2, 2, 7, 0, 0, 0, 1, 4, 0, 7, 1, 0, 1, 0, 0, 5, 5, 5, 0, 1, 7, 7, 4, 4, 6, 6, 0, 2, 5, 1, 6, 5, 1, 7, 2, 0, 2, 4, 6, 2, 0, 0, 0, 2, 0, 4, 2, 4, 1, 0, 2, 0, 6, 0]","[12800209, 7909792, 9674809, 8454213, 8632257, 8632257, 7909792, 11567845, 7909792, 5420641, 12933416, 8632257, 7909792, 7909792, 7909792, 14321811, 9674809, 8632257, 7909792, 8632257, 7909792, 8632257, 10831837, 9674809, 9674809, 11567845, 12933416, 520022, 11567845, 7909792, 12800209, 14321811, 7909792, 7909792, 7909792, 7909792, 9674809, 7909792, 7909792, 12933416, 14321811, 520022, 14321811, 8632257, 12800209, 7909792, 14321811, 7909792, 11567845, 7909792, 7909792, 8632257, 520022, 12933416, 7909792, 11567845, 7909792, 8632257, 7909792, 7909792, 7909792, 12800209, 12933416, 12933416, 7909792, 7909792, 9674809, 11567845, 14321811, 12933416, 9674809, 9674809, 7909792, 14321811, 12933416, 7909792, 9674809, 12800209, 7909792, 11567845, 14321811, 8632257, 14321811, 14321811, 9674809, 14321811, 7909792, 7909792, 7909792, 520022, 8454213, 12933416, 14321811, 14321811, 8632257, 8632257, 14321811, 8632257, 9674809, 7909792]"
"더프레임tv","10.0","1.0","2.0","{2=1}","[2]","[9932213]"
"토토로","19.0","5.0","3.4","{0=1, 2=1, 3=1, 6=2}","[0, 2, 6, 6, 3]","[13354367, 3623724, 11251670, 11251670, 10165354]"
"열쇠고리","11.0","2.0","4.0","{2=1, 6=1}","[6, 2]","[10657798, 10374612]"
"텔뷘","60.0","7.0","3.14","{0=2, 1=2, 5=1, 7=1, 8=1}","[8, 0, 1, 5, 1, 0, 7]","[9774663, 8568657, 15024353, 7696305, 15024353, 8568657, 8596177]"
"디자인나이프","13.0","8.0","1.88","{0=1, 1=4, 2=1, 4=1, 5=1}","[0, 5, 1, 2, 4, 1, 1, 1]","[8850188, 13614770, 14205158, 10851220, 13668940, 14205158, 14205158, 14205158]"
"욕실페인트","16.0","8.0","1.63","{0=4, 1=2, 5=1, 6=1}","[0, 6, 5, 0, 0, 1, 1, 0]","[11229656, 14218341, 922636, 11229656, 11229656, 12734080, 12734080, 11229656]"
"데스커의자","10.0","4.0","1.5","{0=1, 1=1, 2=1, 3=1}","[1, 3, 0, 2]","[14094244, 8832247, 12709900, 14036433]"
"일본","104.0","13.0","0.85","{0=10, 2=1, 4=1, 5=1}","[0, 0, 0, 0, 0, 0, 0, 5, 4, 0, 0, 0, 2]","[13534228, 13534228, 13534228, 13534228, 13534228, 13534228, 13534228, 14582348, 536362, 13534228, 13534228, 13534228, 10541414]"
"템바보드식탁","34.0","18.0","4.5","{0=5, 3=1, 5=3, 7=9}","[7, 7, 5, 7, 5, 0, 3, 0, 7, 7, 7, 7, 0, 0, 5, 7, 7, 0]","[14352990, 14352990, 14290957, 14352990, 14352990, 14860790, 8208454, 14860790, 14352990, 14352990, 14352990, 14352990, 14860790, 14860790, 14290957, 14352990, 14352990, 14860790]"
"15평","79.0","21.0","2.67","{0=7, 1=2, 2=2, 3=1, 4=3, 5=3, 6=2, 8=1}","[4, 0, 6, 1, 3, 6, 0, 0, 0, 2, 0, 8, 1, 2, 5, 4, 5, 4, 0, 5, 0]","[7857766, 12711823, 6277697, 13220584, 9019859, 582299, 12711823, 12711823, 12711823, 13220621, 12711823, 11549990, 13220584, 13220621, 582299, 7857766, 582299, 13736511, 12711823, 582299, 12711823]"
"유아","33.0","5.0","3.0","{0=2, 2=1, 6=1, 7=1}","[6, 7, 0, 2, 0]","[11977531, 11977531, 14507908, 15215415, 14507908]"
"주방펜트리","12.0","1.0","0.0","{0=1}","[0]","[13605990]"
"그물망","23.0","1.0","5.0","{5=1}","[5]","[11086072]"
"화장실 방향제","53.0","6.0","5.0","{0=1, 5=2, 6=2, 8=1}","[8, 6, 6, 0, 5, 5]","[11644871, 11644871, 11644871, 15066657, 5460108, 12844436]"
"RB33A3004AP","10.0","1.0","3.0","{3=1}","[3]","[14330204]"
"자동휴지통","16.0","2.0","2.5","{0=1, 5=1}","[5, 0]","[13668946, 13916377]"
"커피캡슐보관함","115.0","38.0","3.79","{0=4, 1=5, 2=7, 3=2, 4=5, 5=2, 6=6, 7=3, 8=4}","[4, 7, 6, 2, 2, 6, 5, 6, 0, 0, 0, 3, 4, 0, 2, 6, 6, 4, 3, 2, 6, 2, 5, 1, 4, 7, 2, 8, 8, 1, 4, 1, 8, 7, 2, 8, 1, 1]","[15011381, 12244149, 9116543, 11977516, 11977516, 9116543, 6914755, 8137152, 9116543, 9116543, 9116543, 13301328, 10722946, 9116543, 8927871, 9116543, 9116543, 15011381, 10314038, 8927871, 8137152, 8927871, 43383, 15287882, 10722946, 11495002, 11977516, 14439878, 10487868, 15287882, 15011381, 10487868, 14439878, 11495002, 11977516, 14439878, 15287882, 10487868]"
"오마르","25.0","6.0","4.0","{1=1, 3=2, 4=1, 5=1, 8=1}","[5, 3, 1, 8, 4, 3]","[14295024, 11413829, 12024544, 11413829, 9359931, 11413829]"
"퓌레스달","12.0","1.0","0.0","{0=1}","[0]","[6108156]"
"몽비쥬","17.0","1.0","1.0","{1=1}","[1]","[12978061]"
"1인좌식소파","26.0","6.0","2.33","{0=2, 1=1, 3=1, 4=1, 6=1}","[3, 0, 4, 0, 6, 1]","[14162845, 10192007, 15177678, 10192007, 14666376, 10192007]"
"스위스","14.0","2.0","2.0","{0=1, 4=1}","[0, 4]","[9441405, 13496693]"
"헤이루미","10.0","2.0","6.5","{6=1, 7=1}","[6, 7]","[14351435, 13872184]"
"반지함","10.0","2.0","0.0","{0=2}","[0, 0]","[14864400, 14864400]"
"매트리스방수커버","113.0","8.0","3.0","{0=2, 1=2, 2=1, 4=1, 8=2}","[8, 4, 1, 0, 2, 8, 0, 1]","[8437878, 8680469, 8680469, 15072631, 12672166, 8437878, 15072631, 8680469]"
"헤드셋","295.0","17.0","3.18","{0=6, 2=4, 5=2, 6=1, 7=2, 8=2}","[2, 2, 7, 7, 8, 0, 5, 0, 0, 0, 0, 2, 8, 0, 6, 5, 2]","[13862225, 13862225, 13600576, 13704218, 13600576, 11673227, 13739547, 11673227, 13704218, 13704218, 13704218, 13862225, 13600576, 11673227, 13861288, 13739547, 13862225]"
"규조토칫솔꽂이","121.0","13.0","4.08","{0=2, 1=2, 2=2, 6=2, 7=5}","[7, 0, 1, 1, 0, 7, 6, 7, 7, 7, 6, 2, 2]","[13981316, 14338127, 10738678, 10738678, 14338127, 5293396, 5293396, 13981316, 13981316, 5293396, 13981316, 8623083, 8623083]"
"싱크대손잡이","46.0","8.0","1.38","{0=3, 1=3, 4=2}","[4, 4, 1, 1, 0, 1, 0, 0]","[813168, 13872261, 116868, 116868, 9684910, 116868, 9684910, 9684910]"
