"search_keyword","cqc","iqc","avg_object_idx","rank_to_clickcnt","object_idx_list","object_id_list"
"에어컨청소","5.0","12.0","2.75","{0=1, 1=3, 2=1, 4=1, 5=1, 8=1}","[1, 2, 5, 4, 0, 1, 8, 1]","[12511023, 12887765, 13116207, 11177394, 12558433, 12511023, 12511022, 12511023]"
"수세미걸이","204.0","69.0","2.5","{0=8, 1=2, 2=2, 3=1, 4=2, 5=1, 7=4}","[1, 7, 7, 0, 4, 7, 0, 0, 0, 7, 2, 4, 3, 0, 0, 0, 0, 5, 2, 1]","[9272510, 13289383, 13289383, 10331529, 11787073, 13289383, 10331529, 10331529, 10331529, 14319888, 11787073, 10331530, 8865777, 10331529, 10331529, 10331529, 10331529, 10331530, 11787073, 9272510]"
"침대쿠션","17.0","7.0","2.75","{0=3, 1=2, 2=1, 3=2, 4=1, 5=1, 6=1, 8=1}","[8, 2, 3, 1, 4, 6, 0, 5, 0, 0, 3, 1]","[3148237, 4545720, 4545720, 13206650, 13563709, 4351193, 9043645, 13613166, 9043645, 9043645, 13563709, 13206650]"
"디저트접시","125.0","45.0","2.090909090909091","{0=5, 1=1, 2=2, 4=1, 7=2}","[2, 0, 0, 0, 2, 0, 7, 7, 4, 0, 1]","[11866347, 10240380, 10240380, 10240380, 12183482, 10240380, 8815296, 8815296, 15054375, 10240380, 8558980]"
"배드테이블","123.0","63.0","3.1470588235294117","{0=13, 1=4, 2=2, 3=2, 4=1, 5=2, 7=1, 8=9}","[7, 1, 3, 0, 8, 0, 2, 0, 2, 5, 0, 0, 8, 1, 8, 0, 0, 1, 0, 0, 5, 4, 8, 8, 8, 0, 3, 0, 8, 0, 8, 1, 0, 8]","[10288094, 12554262, 11017804, 4910592, 6791256, 4910592, 14380664, 4910592, 14380664, 9282294, 4910592, 4910592, 6791256, 12554262, 6791256, 4910592, 4910592, 12554262, 4910592, 4910592, 9282294, 9282294, 6791256, 6791256, 6791256, 4910592, 11017804, 4910592, 6791256, 4910592, 6791256, 12554262, 4910592, 6791256]"
"방수테이프","15.0","4.0","1.5","{0=1, 3=1}","[0, 3]","[14039740, 14039739]"
"쇼파베드","1424.0","935.0","3.2949640287769784","{0=27, 1=19, 2=20, 3=7, 4=21, 5=9, 6=13, 7=13, 8=10}","[4, 3, 6, 4, 0, 0, 1, 7, 3, 4, 0, 8, 0, 0, 5, 1, 1, 6, 2, 8, 1, 0, 6, 0, 8, 4, 1, 6, 1, 6, 2, 0, 4, 8, 4, 2, 0, 2, 0, 1, 4, 4, 0, 8, 3, 7, 2, 7, 4, 1, 7, 2, 4, 7, 6, 4, 1, 4, 8, 1, 6, 7, 8, 0, 1, 2, 1, 0, 5, 0, 6, 1, 6, 6, 2, 1, 0, 2, 2, 4, 3, 0, 6, 6, 0, 1, 0, 0, 2, 2, 0, 7, 8, 6, 2, 8, 7, 7, 5, 2, 2, 7, 0, 0, 4, 7, 2, 8, 5, 2, 3, 0, 2, 0, 4, 1, 1, 0, 4, 4, 4, 3, 5, 7, 5, 1, 0, 2, 3, 5, 4, 4, 1, 4, 0, 5, 5, 2, 7]","[7301926, 2441582, 11996286, 7301926, 8499489, 10373616, 10373616, 9869190, 7301926, 7301926, 10373616, 8499489, 10373616, 8499489, 7301926, 9155050, 10373616, 9453091, 513908, 9869190, 9155050, 8499489, 9453091, 8499489, 12786155, 7301926, 10373616, 9453091, 9155050, 11996286, 9155050, 8499489, 7301926, 10935040, 7301926, 9155050, 10373616, 9155050, 10373616, 9155050, 7301926, 7301926, 10373616, 8499489, 2441582, 9453091, 9155050, 9869190, 7301926, 10373616, 9869190, 9155050, 7301926, 8499489, 11996286, 7301926, 9155050, 2441582, 8499489, 9155050, 9453091, 9869190, 12834459, 8499489, 10373616, 9155050, 10373616, 8499489, 11996286, 8499489, 9453091, 9155050, 9453091, 8499489, 9155050, 10373616, 10373616, 9155050, 9155050, 7301926, 7301926, 8499489, 9869190, 11996286, 8499489, 10373616, 8499489, 10373616, 9155050, 9155050, 8499489, 8499489, 12834459, 9453091, 9155050, 12786155, 9869190, 9869190, 7301926, 9155050, 9155050, 9869190, 10373616, 10373616, 7301926, 9869190, 9155050, 12786155, 7301926, 9155050, 7301926, 8499489, 9155050, 8499489, 7301926, 9155050, 10373616, 8499489, 7301926, 2441582, 7301926, 7301926, 11996286, 9869190, 11996286, 10373616, 8499489, 513908, 7301926, 11996286, 7301926, 7301926, 10373616, 7301926, 8499489, 11996286, 11996286, 9155050, 9453091]"
"물조리개","38.0","17.0","2.125","{0=1, 1=4, 4=2, 5=1}","[1, 1, 1, 0, 1, 4, 4, 5]","[9396996, 9396996, 9396996, 11610908, 9396996, 9396992, 9396992, 12434024]"
"lp플레이어","62.0","54.0","1.9861111111111112","{0=28, 1=11, 2=11, 3=4, 4=7, 5=3, 6=3, 7=3, 8=2}","[2, 7, 3, 3, 8, 4, 2, 5, 0, 0, 2, 2, 1, 7, 4, 0, 0, 0, 1, 4, 0, 1, 6, 3, 4, 0, 0, 2, 4, 2, 0, 1, 0, 0, 6, 1, 0, 0, 8, 1, 0, 3, 1, 0, 2, 0, 0, 0, 4, 5, 1, 0, 1, 5, 2, 0, 1, 0, 0, 0, 0, 2, 2, 0, 0, 4, 6, 0, 1, 0, 7, 2]","[10325396, 10301650, 12643421, 12643421, 10304846, 10486661, 10325396, 11981720, 14676201, 14676201, 10325396, 10325396, 9348784, 10301650, 10486661, 14676201, 14676201, 14676201, 9348784, 10486661, 14676201, 9348784, 11981721, 12643421, 10486661, 14676201, 14676201, 10325396, 10486661, 10325396, 14676201, 9348784, 14676201, 14676201, 11981721, 9348784, 14676201, 14676201, 10302033, 9348784, 14676201, 12643421, 9348784, 14676201, 10325396, 14676201, 14676201, 14676201, 10486661, 11981720, 9348784, 14676201, 9348784, 11981720, 10325396, 14676201, 9348784, 14676201, 14676201, 14676201, 14676201, 10325396, 10325396, 14676201, 14676201, 10486661, 11981721, 14676201, 9348784, 14676201, 10301650, 10325396]"
"원목서랍장","95.0","28.0","4.142857142857143","{0=7, 3=4, 4=4, 5=2, 6=3, 7=4, 8=4}","[6, 4, 8, 4, 7, 5, 0, 8, 0, 0, 7, 4, 3, 3, 4, 0, 7, 0, 6, 0, 0, 3, 5, 7, 6, 8, 8, 3]","[15090608, 12491860, 11930441, 5819801, 15090609, 12491860, 10632725, 11930441, 9211698, 9455586, 8788711, 5819801, 3441263, 6108173, 14004883, 9455586, 15090609, 11930441, 15090608, 9455586, 9211698, 3441263, 12491860, 6108173, 9978109, 11930441, 11930441, 8788711]"
"코스타노바","288.0","175.0","2.8684210526315788","{0=7, 1=10, 2=4, 3=3, 4=3, 5=4, 6=2, 7=2, 8=3}","[1, 1, 5, 0, 3, 6, 4, 5, 1, 1, 2, 0, 2, 1, 5, 8, 7, 2, 1, 4, 0, 4, 3, 1, 0, 8, 0, 7, 5, 3, 1, 6, 2, 0, 1, 0, 1, 8]","[10313252, 13812595, 14624039, 9126937, 9454596, 11799909, 11799909, 15051379, 10313252, 10313252, 10313252, 9126937, 10313252, 13812595, 15051379, 9126930, 11389217, 10313252, 10313252, 12733196, 9126937, 12733196, 9454596, 13812595, 9126937, 11799909, 9126937, 9126930, 14624039, 15051379, 9126930, 9126930, 10313252, 9126937, 13812595, 9126937, 9126930, 13849141]"
"자동디스펜서","18.0","0.0","5.0","{3=1, 4=1, 6=1, 7=1}","[3, 4, 6, 7]","[9275334, 9286158, 3902980, 9275335]"
"마샬","549.0","380.0","2.710526315789474","{0=12, 1=15, 2=19, 3=5, 4=8, 5=5, 6=6, 7=3, 8=3}","[7, 2, 1, 2, 2, 0, 2, 6, 2, 0, 0, 1, 2, 0, 4, 5, 0, 2, 2, 4, 5, 4, 0, 5, 0, 2, 8, 7, 3, 6, 5, 4, 0, 1, 2, 7, 2, 0, 1, 3, 5, 4, 2, 4, 1, 1, 4, 1, 1, 1, 2, 2, 1, 3, 6, 0, 3, 1, 0, 2, 0, 6, 2, 6, 1, 3, 8, 1, 6, 1, 2, 2, 8, 2, 4, 1]","[13650408, 9220800, 9220800, 9220800, 9220800, 10508514, 14542188, 12472878, 9220800, 8608916, 10508514, 14568419, 9220800, 8608916, 14583315, 13650408, 10508514, 14542188, 14568419, 14796597, 12472878, 14542188, 8608916, 13650408, 12536490, 14542188, 14583315, 12699989, 14796597, 14583315, 10956230, 14542188, 10508514, 14568419, 8069097, 12699989, 8069097, 8608916, 9220800, 9220800, 13863404, 12472878, 8069097, 12472878, 14568419, 9220800, 14542188, 9220800, 9220800, 9220800, 9220800, 14940637, 9220800, 9220800, 14583315, 12536490, 9220800, 12536490, 10508514, 9220800, 12536490, 14583315, 9220800, 14583315, 9220800, 9220800, 9202518, 12536490, 12472878, 12536490, 9220800, 8069097, 11207240, 9220800, 14542188, 9220800]"
"사랑목","11.0","4.0","3.5","{0=3, 1=2, 2=1, 3=3, 4=1, 8=4}","[1, 0, 8, 8, 8, 1, 4, 0, 3, 3, 8, 3, 0, 2]","[10908391, 7159788, 9189665, 9189665, 9189665, 10908391, 9402328, 7159788, 9351008, 9351008, 9189665, 9351008, 7159788, 12004365]"
"포트메리온접시","14.0","13.0","2.0","{0=2, 6=1}","[0, 0, 6]","[10203289, 10203289, 13588965]"
"플라스틱수납장","15.0","7.0","5.0","{5=1}","[5]","[5596286]"
"이케아트롤리","66.0","52.0","2.95","{0=7, 1=1, 2=2, 3=2, 4=1, 5=2, 6=2, 7=2, 8=1}","[2, 0, 0, 0, 5, 3, 2, 3, 5, 0, 7, 6, 4, 1, 0, 8, 7, 6, 0, 0]","[10539758, 13874441, 13874441, 13874441, 16419, 11551151, 10539758, 10494794, 14470, 13874441, 12588144, 12588144, 11039863, 11551151, 13874441, 13257476, 14336934, 16419, 13874441, 13874441]"
"이불패드","331.0","143.0","3.1666666666666665","{0=1, 1=2, 5=1, 6=2}","[5, 1, 1, 6, 6, 0]","[14900393, 12320649, 12320649, 12607669, 12607669, 11920673]"
"조리도구거치대","29.0","9.0","5.0","{1=1, 2=1, 3=1, 7=3, 8=1}","[7, 3, 2, 7, 8, 1, 7]","[8177119, 15155986, 4229169, 8177119, 5925141, 14130420, 8177119]"
"포스터","2002.0","1053.0","2.6172566371681416","{0=137, 1=62, 2=55, 3=42, 4=39, 5=43, 6=25, 7=28, 8=21}","[8, 0, 2, 0, 6, 8, 2, 3, 0, 0, 3, 1, 5, 1, 0, 3, 2, 8, 8, 6, 0, 1, 1, 0, 0, 4, 0, 2, 1, 4, 6, 4, 2, 1, 0, 1, 5, 7, 0, 5, 0, 0, 0, 0, 0, 2, 0, 0, 0, 4, 6, 3, 1, 6, 4, 1, 5, 2, 3, 0, 0, 0, 1, 0, 7, 6, 1, 5, 5, 0, 0, 0, 1, 1, 0, 5, 7, 3, 5, 1, 0, 0, 0, 2, 3, 5, 4, 2, 5, 6, 8, 7, 0, 0, 8, 4, 2, 1, 2, 5, 4, 6, 3, 0, 4, 3, 0, 2, 8, 4, 0, 4, 8, 1, 2, 4, 1, 3, 7, 5, 7, 8, 0, 4, 0, 0, 4, 1, 7, 8, 1, 0, 0, 0, 0, 3, 5, 0, 6, 2, 7, 3, 3, 2, 0, 6, 1, 0, 0, 2, 7, 0, 3, 3, 1, 0, 7, 0, 7, 5, 6, 3, 5, 5, 2, 2, 5, 1, 0, 7, 0, 7, 2, 4, 0, 0, 6, 2, 3, 0, 2, 2, 0, 4, 0, 1, 3, 2, 6, 0, 6, 0, 5, 6, 4, 1, 2, 0, 0, 0, 4, 1, 2, 0, 2, 7, 1, 0, 4, 4, 6, 5, 0, 0, 3, 0, 0, 1, 2, 1, 0, 3, 3, 6, 1, 2, 0, 4, 3, 7, 7, 8, 3, 4, 8, 0, 2, 0, 7, 7, 6, 2, 1, 1, 0, 0, 0, 1, 8, 0, 0, 8, 4, 3, 4, 0, 7, 4, 7, 2, 5, 1, 1, 6, 0, 1, 0, 3, 3, 3, 4, 2, 0, 5, 0, 0, 1, 1, 5, 0, 2, 2, 3, 3, 1, 2, 2, 0, 1, 0, 8, 5, 0, 4, 7, 3, 4, 6, 2, 1, 0, 5, 8, 3, 0, 1, 0, 3, 2, 4, 0, 5, 3, 4, 1, 5, 2, 2, 0, 0, 5, 0, 7, 2, 0, 5, 2, 3, 2, 0, 6, 4, 3, 0, 1, 1, 2, 0, 1, 5, 0, 0, 5, 0, 1, 8, 4, 0, 3, 3, 0, 2, 5, 1, 3, 2, 0, 0, 7, 1, 1, 7, 3, 4, 0, 5, 1, 2, 0, 5, 0, 0, 5, 0, 2, 0, 6, 5, 7, 0, 1, 4, 1, 8, 0, 2, 5, 5, 1, 0, 2, 6, 0, 2, 0, 4, 0, 3, 2, 1, 6, 2, 8, 0, 8, 4, 2, 6, 1, 4, 5, 0, 1, 0, 7, 0, 4, 2, 0, 5, 0, 0, 0, 1, 0, 5, 7, 3, 0, 0, 4, 3, 0, 0, 8, 1, 0, 5, 0, 7, 0, 0, 0, 0, 0, 1, 1, 5, 1, 5, 1, 0]","[14375839, 12334928, 12491844, 9377087, 13572045, 12142380, 10380794, 11958373, 12334928, 9377087, 10380794, 11347633, 11958373, 11347633, 14236263, 10380794, 11347633, 14375839, 14375839, 12618306, 9377087, 11347633, 11347633, 14236263, 12334928, 10380794, 12334928, 10380794, 9377087, 11029676, 12618306, 11029676, 10380794, 11347633, 12334928, 11347633, 12811649, 14375839, 12334928, 11029676, 14236263, 9377087, 9377087, 9377087, 9377087, 10380794, 9377087, 9377087, 9377087, 11029676, 12811649, 10380794, 11347633, 12811649, 11958373, 12491844, 11958373, 9377087, 10380794, 12334928, 9377087, 12334928, 12491844, 9377087, 11972709, 13572045, 11347633, 12618306, 12811649, 9377087, 12334928, 9377087, 9377087, 11347633, 12334928, 12618306, 12142380, 11958373, 11958373, 12491844, 14236263, 14236263, 9377087, 10380794, 11958373, 12811649, 11958373, 10380794, 11958373, 14375839, 14375839, 14375839, 9377087, 14236263, 14375839, 11958373, 10380794, 11347633, 11347633, 11029676, 11958373, 12811649, 10380794, 9377087, 13572045, 11347633, 9377087, 10380794, 12142380, 11029676, 12334928, 11958373, 14375839, 9377087, 9377087, 11029676, 9377087, 11958373, 11972709, 11958373, 11972709, 11972709, 12334928, 10380794, 12334928, 12334928, 10380794, 9377087, 9341787, 12280518, 12491844, 12334928, 12334928, 12334928, 9377087, 11958373, 11958373, 9377087, 12618306, 10380794, 11972709, 10380794, 10380794, 10380794, 12334928, 13572045, 12491844, 9377087, 12334928, 10380794, 14375839, 12334928, 11347633, 11958373, 12491844, 9377087, 9341787, 12334928, 11972709, 12618306, 13572045, 10380794, 11958373, 12811649, 10380794, 11347633, 11958373, 12491844, 12334928, 11972709, 9377087, 9341787, 12491844, 11958373, 9377087, 9377087, 12116702, 11347633, 11958373, 9377087, 10380794, 10380794, 12334928, 10380794, 12334928, 11347633, 11958373, 10380794, 14375839, 9377087, 14375839, 9377087, 12811649, 14375839, 11029676, 9377087, 11347633, 9377087, 12334928, 12334928, 11029676, 12491844, 9377087, 12334928, 10380794, 14375839, 9377087, 14236263, 11029676, 11958373, 12116702, 11958373, 12334928, 12334928, 11347633, 12334928, 12334928, 12491844, 10380794, 11347633, 12334928, 11958373, 11958373, 13572045, 9377087, 9377087, 12334928, 11958373, 10380794, 9341787, 9341787, 12142380, 11958373, 11029676, 14375839, 12334928, 9377087, 12334928, 12811649, 11972709, 12811649, 10380794, 11347633, 11347633, 9377087, 12334928, 9377087, 11347633, 14375839, 12334928, 9377087, 12142380, 10380794, 10380794, 11029676, 9377087, 14375839, 11958373, 12618306, 10380794, 12811649, 11347633, 9377087, 13572045, 12334928, 9377087, 9377087, 11958373, 11958373, 11958373, 11029676, 10380794, 12334928, 12618306, 9377087, 14236263, 12491844, 9377087, 11029676, 9377087, 10380794, 10380794, 11958373, 11347633, 11347633, 10380794, 12491844, 14236263, 9377087, 12334928, 14375839, 12811649, 12334928, 11958373, 11972709, 11347633, 10380794, 12116702, 11347633, 9377087, 9377087, 11958373, 12142380, 11347633, 12334928, 11347633, 9377087, 11958373, 10380794, 11029676, 12334928, 12618306, 11347633, 11958373, 9377087, 12811649, 9377087, 10380794, 9377087, 9377087, 12811649, 14236263, 9341787, 10380794, 9377087, 12618306, 9377087, 11958373, 10380794, 9377087, 12618306, 11958373, 10380794, 9377087, 9377087, 12491844, 10380794, 12334928, 11347633, 12618306, 12334928, 12334928, 12811649, 9377087, 9377087, 14375839, 11029676, 12334928, 10380794, 11347633, 12334928, 10380794, 12618306, 11347633, 11347633, 9377087, 12334928, 12334928, 11972709, 11347633, 12491844, 11972709, 11958373, 10380794, 12334928, 11029676, 9377087, 10380794, 14236263, 12618306, 9377087, 12334928, 11958373, 12334928, 9377087, 12334928, 12618306, 11958373, 14375839, 12334928, 9377087, 11958373, 11347633, 14375839, 9377087, 12491844, 12618306, 12618306, 12491844, 9377087, 10380794, 14375839, 12334928, 11347633, 14236263, 11958373, 12334928, 11958373, 11347633, 12491844, 12618306, 10380794, 14375839, 9377087, 12142380, 11029676, 10380794, 13572045, 9377087, 11029676, 12811649, 9377087, 12491844, 9377087, 11972709, 12334928, 11029676, 10380794, 9377087, 12811649, 9377087, 12334928, 14236263, 11347633, 9377087, 11958373, 12618306, 10380794, 12334928, 14236263, 11029676, 11958373, 12334928, 12334928, 12142380, 11347633, 9377087, 11958373, 12334928, 9341787, 9377087, 9377087, 14236263, 9377087, 9377087, 12491844, 11347633, 12811649, 11347633, 12618306, 11347633, 14236263]"
"야채보관","28.0","18.0","4.461538461538462","{0=6, 1=3, 4=3, 6=2, 7=7, 8=5}","[7, 0, 4, 8, 8, 7, 0, 4, 1, 1, 6, 7, 0, 7, 0, 0, 4, 1, 6, 8, 8, 7, 7, 0, 8, 7]","[14611601, 7095574, 7097077, 11802346, 11802346, 12111417, 7095574, 7097077, 7095574, 12843293, 12111417, 11802346, 12843293, 14611601, 7095574, 7095574, 7097077, 12843293, 12111417, 11802346, 11802346, 14611601, 11802346, 12843293, 11802346, 11802346]"
"밀크팬","105.0","33.0","6.0","{4=1, 8=1}","[4, 8]","[9957674, 7008733]"
"장패드","259.0","79.0","2.0","{0=2, 1=1, 4=1, 5=1}","[4, 0, 0, 5, 1]","[15141507, 6053379, 6053379, 12311093, 13523160]"
"모카포트","63.0","35.0","3.411764705882353","{0=4, 2=3, 3=1, 4=4, 6=2, 7=3}","[7, 2, 4, 2, 4, 3, 2, 6, 0, 4, 0, 6, 7, 0, 0, 4, 7]","[12630231, 12896875, 14801071, 12896875, 14801071, 12569415, 12896875, 13648425, 15209710, 14801071, 15209710, 13648425, 12630231, 15209710, 15209710, 14801071, 12630231]"
"수납전신거울","325.0","77.0","3.857142857142857","{0=1, 1=1, 2=1, 3=1, 6=1, 7=1, 8=1}","[7, 8, 0, 2, 3, 6, 1]","[12824066, 12824064, 12824065, 13243222, 12920241, 12824067, 12824065]"
"보석함","185.0","74.0","2.2549019607843137","{0=12, 1=12, 2=12, 3=3, 4=3, 5=4, 6=1, 8=4}","[3, 0, 2, 4, 0, 0, 1, 0, 0, 8, 4, 2, 0, 1, 1, 5, 3, 1, 0, 2, 2, 1, 1, 0, 8, 8, 1, 0, 2, 0, 0, 2, 1, 2, 4, 0, 1, 8, 2, 6, 5, 1, 3, 2, 1, 2, 2, 1, 5, 5, 2]","[10318689, 8588677, 10318689, 11024628, 8588677, 8588677, 4896609, 8588677, 8588677, 14117198, 11024628, 4896609, 8588677, 9510004, 9510004, 11024628, 4896609, 9510004, 8588677, 4896609, 4896609, 4896609, 4896609, 8588677, 14415156, 14117198, 4896609, 8588677, 4896609, 8588677, 8588677, 4896609, 9510004, 4896609, 11024628, 8588677, 9510004, 14415156, 4896609, 11024628, 11024628, 4896609, 5005219, 4896609, 9510004, 4896609, 4896609, 4896609, 11024628, 11024628, 4896609]"
"노트북","1078.0","617.0","2.5714285714285716","{0=13, 1=5, 2=8, 3=5, 5=2, 6=4, 7=2, 8=3}","[0, 1, 0, 1, 8, 0, 0, 3, 0, 7, 8, 6, 6, 2, 2, 0, 5, 0, 0, 0, 0, 6, 6, 2, 3, 5, 3, 7, 8, 2, 1, 0, 2, 1, 3, 2, 0, 3, 2, 0, 1, 2]","[14764719, 13961294, 14764719, 13961294, 14106026, 14764719, 14764719, 14737096, 14764719, 10724383, 10724383, 13751563, 13751563, 13961294, 14828575, 14764719, 13751563, 14764719, 14764719, 14764719, 14764719, 14864039, 13751563, 13961294, 14737096, 15174699, 14737096, 10724383, 10724383, 13961294, 13961294, 14764719, 14828575, 13961294, 14737096, 14828575, 14764719, 14737096, 14828575, 14764719, 13961294, 14828575]"
"유주나무","14.0","3.0","1.2777777777777777","{0=9, 1=4, 2=1, 3=1, 4=1, 5=2}","[0, 4, 0, 1, 5, 0, 2, 1, 0, 0, 0, 0, 1, 0, 1, 0, 3, 5]","[11233714, 12061751, 11233714, 14894510, 8942018, 11233714, 14925861, 14894510, 11233714, 11233714, 11233714, 11233714, 14894510, 11233714, 14894510, 11233714, 10988022, 8942018]"
"패브릭소파","133.0","78.0","2.142857142857143","{0=18, 1=8, 2=13, 3=10, 4=7, 5=4, 7=1, 8=2}","[1, 0, 0, 8, 1, 0, 2, 5, 3, 2, 1, 2, 8, 0, 2, 1, 2, 2, 3, 2, 2, 0, 1, 0, 0, 5, 0, 2, 4, 0, 0, 3, 4, 2, 4, 0, 1, 0, 4, 4, 3, 0, 3, 3, 5, 4, 2, 1, 3, 0, 5, 1, 0, 3, 2, 3, 7, 0, 0, 0, 3, 4, 2]","[12365850, 12362167, 12362167, 12051218, 12365850, 12362167, 8105826, 8600422, 10474738, 8105826, 12365850, 8105826, 12051218, 12362167, 8105826, 12365850, 8105826, 8105826, 10474738, 8105826, 8105826, 12362167, 12365850, 12362167, 12362167, 6031477, 12362167, 8105826, 6031477, 12362167, 12362167, 10474738, 6031477, 8105826, 6031477, 12362167, 12365850, 12362167, 6031477, 6031477, 10474738, 12362167, 10474738, 10474738, 8600422, 6031477, 8105826, 12365850, 10474738, 12362167, 8600422, 12365850, 12362167, 10474738, 8105826, 10474738, 14529234, 12362167, 12362167, 12362167, 10474738, 6031477, 8105826]"
"마스크","735.0","599.0","2.3076923076923075","{0=4, 1=3, 3=1, 4=4, 8=1}","[1, 0, 4, 1, 0, 3, 4, 0, 0, 4, 8, 1, 4]","[13072412, 13072412, 15086887, 8259549, 13072412, 8259549, 15086887, 13072412, 13072412, 15086887, 13354420, 13072412, 15327035]"
"유리협탁","31.0","9.0","2.6666666666666665","{2=2, 4=1}","[4, 2, 2]","[12881184, 14320866, 14320866]"
"원목","197.0","62.0","2.5","{0=10, 1=6, 2=4, 3=2, 4=5, 5=3, 7=2, 8=2}","[3, 1, 4, 0, 4, 4, 0, 0, 5, 3, 0, 5, 0, 2, 1, 1, 1, 0, 8, 5, 4, 1, 2, 4, 7, 0, 7, 2, 0, 2, 0, 1, 0, 8]","[11930432, 14425841, 11930432, 5882040, 11930432, 11930432, 5882040, 5882040, 10577492, 11930432, 14425841, 14910234, 5882040, 13449673, 11930433, 13449673, 13449673, 5882040, 12491853, 8714891, 8714891, 11930433, 12467163, 11930432, 14910234, 5882040, 12491853, 12467163, 5882040, 13449673, 5882040, 14425841, 5882040, 9242887]"
"오트밀하우스","433.0","93.0","6.5","{5=1, 6=1, 7=1, 8=1}","[6, 8, 7, 5]","[15091801, 13659309, 12766919, 14760149]"
"전기압력밥솥","49.0","18.0","3.6666666666666665","{0=1, 5=1, 6=1}","[0, 5, 6]","[13590522, 14583447, 12952526]"
"도어스토퍼","113.0","53.0","2.68","{0=4, 1=2, 2=2, 3=9, 4=6, 5=2}","[4, 2, 4, 4, 3, 1, 0, 0, 4, 2, 3, 3, 3, 5, 4, 3, 3, 0, 4, 0, 3, 3, 5, 3, 1]","[11111995, 11356995, 14394406, 11111995, 11111995, 14569416, 13440705, 13440705, 11111995, 11356995, 11111995, 14394406, 11111995, 8994053, 14394406, 11111995, 11111995, 13440705, 14394406, 13440705, 11111995, 14394406, 8994053, 11111995, 14569416]"
"깔판","425.0","200.0","2.3333333333333335","{0=13, 1=3, 2=3, 3=1, 4=1, 5=4, 6=2, 7=2, 8=1}","[8, 0, 5, 0, 5, 2, 1, 0, 7, 1, 5, 0, 0, 3, 0, 0, 2, 6, 0, 0, 0, 0, 6, 5, 0, 2, 4, 1, 7, 0]","[10945191, 13062373, 8838787, 13062373, 8838787, 9055405, 10716232, 13062373, 10945191, 10716232, 8838787, 13062373, 13062373, 9559746, 13062373, 13062373, 9055405, 15350531, 13062373, 13062373, 13062373, 13062373, 15350531, 8838787, 13062373, 9055405, 10716243, 10716232, 12425968, 13062373]"
"선셋조명","90.0","47.0","3.297872340425532","{0=16, 1=1, 2=5, 3=4, 4=3, 5=4, 6=3, 7=6, 8=5}","[7, 5, 0, 0, 0, 0, 3, 8, 7, 0, 6, 7, 5, 4, 5, 6, 2, 5, 0, 6, 8, 0, 2, 2, 0, 4, 4, 3, 0, 0, 7, 3, 2, 0, 7, 0, 0, 0, 8, 3, 2, 8, 8, 0, 7, 1, 0]","[13192086, 10599710, 12031716, 12031716, 12031716, 9545152, 11668929, 11209046, 14205678, 9545152, 13192086, 14205678, 10599710, 13370931, 10599710, 13098867, 10164030, 10599710, 9545152, 13098867, 14205678, 9545152, 10164030, 10164030, 9545152, 11668929, 10164030, 11668929, 12031716, 9545152, 13192086, 10164030, 10164030, 12031716, 14205678, 9545152, 12031716, 9545152, 11209046, 10164030, 10164030, 11209046, 14205678, 9545152, 14205678, 10959785, 9545152]"
"전자렌지","970.0","486.0","2.706896551724138","{0=19, 1=8, 2=4, 3=7, 4=2, 5=5, 6=5, 7=7, 8=1}","[0, 0, 7, 3, 3, 6, 0, 1, 0, 6, 0, 8, 7, 3, 5, 2, 5, 2, 5, 7, 3, 0, 6, 0, 2, 0, 4, 1, 7, 0, 0, 6, 1, 0, 7, 1, 3, 5, 7, 2, 5, 1, 3, 1, 0, 0, 1, 4, 1, 7, 0, 0, 0, 0, 6, 0, 0, 3]","[11677922, 8502326, 11709440, 10204020, 10204020, 11709440, 8502326, 10577486, 8502326, 9542375, 8502326, 9171229, 8502326, 10204020, 13461332, 11837874, 13461332, 11837874, 11709440, 9542375, 11502715, 11677922, 11709440, 8502326, 11837874, 11677922, 13461332, 8502326, 9542375, 8502326, 8502326, 9542375, 8502326, 11677922, 11709440, 8502326, 10204020, 13461332, 9542375, 8502326, 9542375, 10577486, 11837874, 12131260, 12131260, 11677922, 10577486, 11709440, 10577486, 8502326, 8502326, 12131260, 11677922, 11677922, 11709440, 8502326, 12131260, 11502715]"
"그릇선반","16.0","5.0","3.3333333333333335","{0=1, 1=1, 2=1, 3=3, 4=1, 6=1, 8=1}","[1, 0, 8, 3, 6, 2, 3, 3, 4]","[8038932, 9833774, 15013246, 14242884, 14306346, 9586713, 9586713, 14242884, 9125302]"
"위스키잔","62.0","25.0","4.0","{4=2}","[4, 4]","[13813368, 13813368]"
"화장대800","67.0","17.0","4.0","{0=1, 8=1}","[0, 8]","[13610214, 14336145]"
"1단행거","28.0","7.0","7.0","{7=1}","[7]","[13785551]"
"통돌이세탁기","150.0","86.0","4.454545454545454","{1=1, 2=2, 3=3, 5=1, 6=1, 8=3}","[8, 8, 2, 1, 3, 2, 3, 3, 5, 6, 8]","[11802092, 11802092, 6055043, 13709826, 11915935, 13709826, 11915935, 11915935, 12786275, 8596249, 11802092]"
